source,league,name_b,name_a,evidence,runner_up_evidence,score_conflicts,identical_string,same_normalised,status,calc_version
af_history,Argentina Primera Division,Belgrano Cordoba,Belgrano,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Boca Juniors,Boca Juniors,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Estudiantes L.P.,Estudiantes L.P.,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Huracan,Huracan,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Instituto Cordoba,Instituto,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Lanus,Lanus,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Platense,Platense,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,River Plate,River Plate,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Argentina Primera Division,Sarmiento Junin,Sarmiento Junin,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Austrian Bundesliga,Austria Lustenau,A. Lustenau,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Austrian Bundesliga,Lask Linz,LASK,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Austrian Bundesliga,Rapid Vienna,SK Rapid,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Austrian Bundesliga,SCR Altach,Altach,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Brazil Serie A,Atletico-MG,Atletico-MG,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Brazil Serie A,Bahia,Bahia,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Brazil Serie A,Internacional,Internacional,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Brazil Serie A,RB Bragantino,Bragantino,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Beijing Renhe,Beijing Renhe,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Chongqing Lifan,Chongqing Lifan,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Chongqing Tongliang Long,Chongqing Tonglianglong,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Guangzhou Evergrande FC,Guangzhou Evergrande FC,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Hangzhou Greentown,Zhejiang Professional,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Jiangsu Suning,Jiangsu Suning,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Meizhou Kejia,Meizhou Kejia,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Qingdao Youth Island,Qingdao West Coast,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Shanghai SIPG,Shanghai SIPG,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Shenyang Urban,Liaoning Tieren,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Shenzhen Ruby FC,Shenzhen Ruby FC,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Tianjin Songjiang,Tianjin Songjiang,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,China Super League,Wuhan Zall,Wuhan Zall,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Japan J-League,Shonan Bellmare,Shonan Bellmare,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Japan J-League,Tokushima Vortis,Tokushima Vortis,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,K-League 1,Seongnam FC,Seongnam FC,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Mexico Liga MX,CF Pachuca,Pachuca,1,0,0,False,True,WEAK_EVIDENCE,1.0.0
af_history,Mexico Liga MX,Club Queretaro,Queretaro,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Mexico Liga MX,Cruz Azul,Cruz Azul,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Mexico Liga MX,U.N.A.M. - Pumas,UNAM Pumas,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Norway Eliteserien,Stabaek,Stabaek,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Romanian Superliga,Crişul Chişineu Criş,Crişul Chişineu Criş,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Romanian Superliga,Gloria Lunca Teuz Cermei,Gloria Lunca Teuz Cermei,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Romanian Superliga,Oţelul,Oţelul,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Romanian Superliga,SCM Gloria Buzău,SCM Gloria Buzău,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Romanian Superliga,Unirea Slobozia,Unirea Slobozia,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,Al Diriyah,Al Diriyah,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,Al Shabab,Al Shabab,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,Al-Ettifaq,Al-Ettifaq,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,Al-Fateh,Al-Fateh,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,Al-Ittihad FC,Al-Ittihad FC,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Saudi Pro League,NEOM,NEOM,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Sweden Allsvenskan,Helsingborg,Helsingborg,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,Sweden Allsvenskan,IFK Goteborg,Goteborg,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,Sweden Allsvenskan,Orebro SK,Orebro SK,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Atlanta United FC,Atlanta Utd,1,0,0,False,False,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,CF Montreal,CF Montreal,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Charlotte,Charlotte,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Chicago Fire,Chicago Fire,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Columbus Crew,Columbus Crew,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,DC United,DC United,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Los Angeles Galaxy,Los Angeles Galaxy,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,New York Red Bulls,New York Red Bulls,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Orlando City SC,Orlando City SC,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Philadelphia Union,Philadelphia Union,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Real Salt Lake,Real Salt Lake,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Sporting Kansas City,Sporting Kansas City,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
af_history,USA MLS,Vancouver Whitecaps,Vancouver Whitecaps,1,0,0,True,True,WEAK_EVIDENCE,1.0.0
