segment,league,model_type,market_a,market_b,label_a,label_b,n,k_joint,p_a,p_b,p_joint,independent_joint,dependency_ratio,excess_pp,phi,joint_ci_lo,joint_ci_hi,frechet_lo,frechet_hi,frechet_ok,independence_within_ci,sample_status,calc_version
league=La Liga 2,La Liga 2,ALL,O25,U35,Over 2.5,Under 3.5,1424,288,0.451545,0.750702,0.202247,0.338976,0.5966,-13.673,-0.6351,0.182198,0.223899,0.202247,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,BTTS,Over 2.5,BTTS Yes,1424,548,0.451545,0.50632,0.384831,0.228626,1.6832,15.621,0.6278,0.359902,0.410381,0.0,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,BTTS_NO,Over 2.5,BTTS No,1424,95,0.451545,0.49368,0.066713,0.222919,0.2993,-15.621,-0.6278,0.054884,0.080874,0.0,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,HOME,Over 2.5,Home win,1424,352,0.451545,0.457865,0.247191,0.206747,1.1956,4.044,0.1631,0.225485,0.270257,0.0,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,DRAW,Over 2.5,Draw,1424,85,0.451545,0.27809,0.059691,0.12557,0.4754,-6.588,-0.2955,0.04853,0.073221,0.0,0.27809,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,AWAY,Over 2.5,Away win,1424,206,0.451545,0.264045,0.144663,0.119228,1.2133,2.543,0.1159,0.127348,0.16389,0.0,0.264045,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,1X,Over 2.5,Home or draw,1424,437,0.451545,0.735955,0.306882,0.332317,0.9235,-2.543,-0.1159,0.283474,0.33133,0.1875,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,X2,Over 2.5,Draw or away,1424,291,0.451545,0.542135,0.204354,0.244798,0.8348,-4.044,-0.1631,0.184219,0.22608,0.0,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O25,12,Over 2.5,Home or away,1424,558,0.451545,0.72191,0.391854,0.325975,1.2021,6.588,0.2955,0.366822,0.417468,0.173455,0.451545,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,BTTS,Under 2.5,BTTS Yes,1424,173,0.548455,0.50632,0.121489,0.277694,0.4375,-15.621,-0.6278,0.105531,0.139483,0.054775,0.50632,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,BTTS_NO,Under 2.5,BTTS No,1424,608,0.548455,0.49368,0.426966,0.270761,1.5769,15.621,0.6278,0.401505,0.45282,0.042135,0.49368,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,HOME,Under 2.5,Home win,1424,300,0.548455,0.457865,0.210674,0.251118,0.8389,-4.044,-0.1631,0.190286,0.232619,0.00632,0.457865,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,DRAW,Under 2.5,Draw,1424,311,0.548455,0.27809,0.218399,0.15252,1.4319,6.588,0.2955,0.197713,0.2406,0.0,0.27809,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,AWAY,Under 2.5,Away win,1424,170,0.548455,0.264045,0.119382,0.144817,0.8244,-2.543,-0.1159,0.103557,0.137255,0.0,0.264045,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,1X,Under 2.5,Home or draw,1424,611,0.548455,0.735955,0.429073,0.403638,1.063,2.543,0.1159,0.40359,0.454937,0.28441,0.548455,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,X2,Under 2.5,Draw or away,1424,481,0.548455,0.542135,0.337781,0.297337,1.136,4.044,0.1631,0.313681,0.362753,0.09059,0.542135,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U25,12,Under 2.5,Home or away,1424,470,0.548455,0.72191,0.330056,0.395935,0.8336,-6.588,-0.2955,0.306118,0.354909,0.270365,0.548455,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,BTTS,Over 3.5,BTTS Yes,1424,327,0.249298,0.50632,0.229635,0.126224,1.8193,10.341,0.4781,0.208534,0.252191,0.0,0.249298,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,BTTS_NO,Over 3.5,BTTS No,1424,28,0.249298,0.49368,0.019663,0.123073,0.1598,-10.341,-0.4781,0.013639,0.028272,0.0,0.249298,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,HOME,Over 3.5,Home win,1424,170,0.249298,0.457865,0.119382,0.114145,1.0459,0.524,0.0243,0.103557,0.137255,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,DRAW,Over 3.5,Draw,1424,85,0.249298,0.27809,0.059691,0.069327,0.861,-0.964,-0.0497,0.04853,0.073221,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,AWAY,Over 3.5,Away win,1424,100,0.249298,0.264045,0.070225,0.065826,1.0668,0.44,0.0231,0.058077,0.084685,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,1X,Over 3.5,Home or draw,1424,255,0.249298,0.735955,0.179073,0.183472,0.976,-0.44,-0.0231,0.16003,0.199843,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,X2,Over 3.5,Draw or away,1424,185,0.249298,0.542135,0.129916,0.135153,0.9612,-0.524,-0.0243,0.113444,0.148379,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,O35,12,Over 3.5,Home or away,1424,270,0.249298,0.72191,0.189607,0.179971,1.0535,0.964,0.0497,0.170092,0.210791,0.0,0.249298,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,BTTS,Under 3.5,BTTS Yes,1424,394,0.750702,0.50632,0.276685,0.380096,0.7279,-10.341,-0.4781,0.254074,0.300499,0.257022,0.50632,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,BTTS_NO,Under 3.5,BTTS No,1424,675,0.750702,0.49368,0.474017,0.370607,1.279,10.341,0.4781,0.448187,0.499987,0.244382,0.49368,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,HOME,Under 3.5,Home win,1424,482,0.750702,0.457865,0.338483,0.34372,0.9848,-0.524,-0.0243,0.314369,0.363466,0.208567,0.457865,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,DRAW,Under 3.5,Draw,1424,311,0.750702,0.27809,0.218399,0.208763,1.0462,0.964,0.0497,0.197713,0.2406,0.028792,0.27809,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,AWAY,Under 3.5,Away win,1424,276,0.750702,0.264045,0.19382,0.198219,0.9778,-0.44,-0.0231,0.174124,0.215164,0.014747,0.264045,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,1X,Under 3.5,Home or draw,1424,793,0.750702,0.735955,0.556882,0.552483,1.008,0.44,0.0231,0.530962,0.582496,0.486657,0.735955,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,X2,Under 3.5,Draw or away,1424,587,0.750702,0.542135,0.412219,0.406982,1.0129,0.524,0.0243,0.386922,0.437989,0.292837,0.542135,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,U35,12,Under 3.5,Home or away,1424,758,0.750702,0.72191,0.532303,0.54194,0.9822,-0.964,-0.0497,0.506336,0.558097,0.472612,0.72191,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,HOME,BTTS Yes,Home win,1424,287,0.50632,0.457865,0.201545,0.231826,0.8694,-3.028,-0.1216,0.181525,0.223171,0.0,0.457865,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,DRAW,BTTS Yes,Draw,1424,258,0.50632,0.27809,0.18118,0.140803,1.2868,4.038,0.1802,0.162041,0.202035,0.0,0.27809,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,AWAY,BTTS Yes,Away win,1424,176,0.50632,0.264045,0.123596,0.133691,0.9245,-1.01,-0.0458,0.107507,0.14171,0.0,0.264045,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,1X,BTTS Yes,Home or draw,1424,545,0.50632,0.735955,0.382725,0.372629,1.0271,1.01,0.0458,0.357827,0.408254,0.242275,0.50632,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,X2,BTTS Yes,Draw or away,1424,434,0.50632,0.542135,0.304775,0.274494,1.1103,3.028,0.1216,0.281418,0.329183,0.048455,0.50632,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS,12,BTTS Yes,Home or away,1424,463,0.50632,0.72191,0.32514,0.365518,0.8895,-4.038,-0.1802,0.301309,0.349913,0.22823,0.50632,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,HOME,BTTS No,Home win,1424,365,0.49368,0.457865,0.25632,0.226039,1.134,3.028,0.1216,0.23432,0.279632,0.0,0.457865,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,DRAW,BTTS No,Draw,1424,138,0.49368,0.27809,0.09691,0.137287,0.7059,-4.038,-0.1802,0.082611,0.113378,0.0,0.27809,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,AWAY,BTTS No,Away win,1424,200,0.49368,0.264045,0.140449,0.130354,1.0774,1.01,0.0458,0.123368,0.159465,0.0,0.264045,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,1X,BTTS No,Home or draw,1424,503,0.49368,0.735955,0.35323,0.363326,0.9722,-1.01,-0.0458,0.32883,0.378421,0.229635,0.49368,True,True,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,X2,BTTS No,Draw or away,1424,338,0.49368,0.542135,0.23736,0.267641,0.8869,-3.028,-0.1216,0.215986,0.260146,0.035815,0.49368,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,BTTS_NO,12,BTTS No,Home or away,1424,565,0.49368,0.72191,0.39677,0.356392,1.1133,4.038,0.1802,0.37167,0.422425,0.21559,0.49368,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,1X,X2,Home or draw,Draw or away,1424,396,0.735955,0.542135,0.27809,0.398987,0.697,-12.09,-0.5505,0.255439,0.301935,0.27809,0.542135,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,1X,12,Home or draw,Home or away,1424,652,0.735955,0.72191,0.457865,0.531293,0.8618,-7.343,-0.3718,0.432136,0.483822,0.457865,0.72191,True,False,RESEARCH,1.0.0
league=La Liga 2,La Liga 2,ALL,X2,12,Draw or away,Home or away,1424,376,0.542135,0.72191,0.264045,0.391373,0.6747,-12.733,-0.5704,0.241805,0.287554,0.264045,0.542135,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O15,U25,Over 1.5,Under 2.5,1693,388,0.730656,0.498523,0.229179,0.364249,0.6292,-13.507,-0.6089,0.209784,0.2498,0.229179,0.498523,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O15,U35,Over 1.5,Under 3.5,1693,804,0.730656,0.744241,0.474897,0.543784,0.8733,-6.889,-0.3559,0.451193,0.498714,0.474897,0.730656,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O15,BTTS_NO,Over 1.5,BTTS No,1693,358,0.730656,0.480803,0.211459,0.351302,0.6019,-13.984,-0.6309,0.192672,0.231553,0.211459,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O15,HOME,Over 1.5,Home win,1693,549,0.730656,0.434731,0.324276,0.317639,1.0209,0.664,0.0302,0.302398,0.346951,0.165387,0.434731,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O15,DRAW,Over 1.5,Draw,1693,299,0.730656,0.24749,0.17661,0.18083,0.9767,-0.422,-0.022,0.159182,0.195501,0.0,0.24749,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O15,AWAY,Over 1.5,Away win,1693,389,0.730656,0.317779,0.22977,0.232187,0.9896,-0.242,-0.0117,0.210355,0.250407,0.048435,0.317779,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O15,1X,Over 1.5,Home or draw,1693,848,0.730656,0.682221,0.500886,0.498469,1.0048,0.242,0.0117,0.477093,0.524675,0.412877,0.682221,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O15,X2,Over 1.5,Draw or away,1693,688,0.730656,0.565269,0.406379,0.413017,0.9839,-0.664,-0.0302,0.38322,0.429962,0.295924,0.565269,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O15,12,Over 1.5,Home or away,1693,938,0.730656,0.75251,0.554046,0.549826,1.0077,0.422,0.022,0.530272,0.577575,0.483166,0.730656,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,HOME,Under 1.5,Home win,1693,187,0.269344,0.434731,0.110455,0.117092,0.9433,-0.664,-0.0302,0.096396,0.126277,0.0,0.269344,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,DRAW,Under 1.5,Draw,1693,120,0.269344,0.24749,0.07088,0.06666,1.0633,0.422,0.022,0.059603,0.084101,0.0,0.24749,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,AWAY,Under 1.5,Away win,1693,149,0.269344,0.317779,0.088009,0.085592,1.0282,0.242,0.0117,0.07543,0.102455,0.0,0.269344,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,1X,Under 1.5,Home or draw,1693,307,0.269344,0.682221,0.181335,0.183752,0.9868,-0.242,-0.0117,0.163709,0.200403,0.0,0.269344,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,X2,Under 1.5,Draw or away,1693,269,0.269344,0.565269,0.15889,0.152252,1.0436,0.664,0.0302,0.14225,0.177073,0.0,0.269344,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U15,12,Under 1.5,Home or away,1693,336,0.269344,0.75251,0.198464,0.202684,0.9792,-0.422,-0.022,0.180157,0.218137,0.021855,0.269344,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O25,U35,Over 2.5,Under 3.5,1693,416,0.501477,0.744241,0.245718,0.373219,0.6584,-12.75,-0.5845,0.225801,0.266786,0.245718,0.501477,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,BTTS,Over 2.5,BTTS Yes,1693,681,0.501477,0.519197,0.402245,0.260365,1.5449,14.188,0.5679,0.379133,0.425798,0.020673,0.501477,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,BTTS_NO,Over 2.5,BTTS No,1693,168,0.501477,0.480803,0.099232,0.241112,0.4116,-14.188,-0.5679,0.085885,0.114394,0.0,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,HOME,Over 2.5,Home win,1693,444,0.501477,0.434731,0.262256,0.218008,1.203,4.425,0.1785,0.241859,0.283731,0.0,0.434731,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,DRAW,Over 2.5,Draw,1693,101,0.501477,0.24749,0.059657,0.12411,0.4807,-6.445,-0.2987,0.049341,0.071968,0.0,0.24749,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,AWAY,Over 2.5,Away win,1693,304,0.501477,0.317779,0.179563,0.159359,1.1268,2.02,0.0868,0.162011,0.198566,0.0,0.317779,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,1X,Over 2.5,Home or draw,1693,545,0.501477,0.682221,0.321914,0.342118,0.9409,-2.02,-0.0868,0.300083,0.344551,0.183698,0.501477,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O25,X2,Over 2.5,Draw or away,1693,405,0.501477,0.565269,0.23922,0.283469,0.8439,-4.425,-0.1785,0.219504,0.260118,0.066745,0.501477,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O25,12,Over 2.5,Home or away,1693,748,0.501477,0.75251,0.441819,0.377366,1.1708,6.445,0.2987,0.418322,0.46558,0.253987,0.501477,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,BTTS,Under 2.5,BTTS Yes,1693,198,0.498523,0.519197,0.116952,0.258832,0.4518,-14.188,-0.5679,0.102504,0.133135,0.01772,0.498523,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,BTTS_NO,Under 2.5,BTTS No,1693,646,0.498523,0.480803,0.381571,0.239692,1.5919,14.188,0.5679,0.358724,0.404954,0.0,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,HOME,Under 2.5,Home win,1693,292,0.498523,0.434731,0.172475,0.216724,0.7958,-4.425,-0.1785,0.155225,0.191208,0.0,0.434731,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,DRAW,Under 2.5,Draw,1693,318,0.498523,0.24749,0.187832,0.123379,1.5224,6.445,0.2987,0.169941,0.207137,0.0,0.24749,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,AWAY,Under 2.5,Away win,1693,234,0.498523,0.317779,0.138216,0.15842,0.8725,-2.02,-0.0868,0.122593,0.155477,0.0,0.317779,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,1X,Under 2.5,Home or draw,1693,610,0.498523,0.682221,0.360307,0.340103,1.0594,2.02,0.0868,0.337778,0.383469,0.180744,0.498523,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U25,X2,Under 2.5,Draw or away,1693,552,0.498523,0.565269,0.326048,0.2818,1.157,4.425,0.1785,0.304134,0.34875,0.063792,0.498523,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U25,12,Under 2.5,Home or away,1693,526,0.498523,0.75251,0.310691,0.375144,0.8282,-6.445,-0.2987,0.289096,0.333143,0.251034,0.498523,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O35,BTTS,Over 3.5,BTTS Yes,1693,379,0.255759,0.519197,0.223863,0.132789,1.6859,9.107,0.4178,0.204645,0.244331,0.0,0.255759,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O35,BTTS_NO,Over 3.5,BTTS No,1693,54,0.255759,0.480803,0.031896,0.12297,0.2594,-9.107,-0.4178,0.024528,0.041384,0.0,0.255759,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,O35,HOME,Over 3.5,Home win,1693,199,0.255759,0.434731,0.117543,0.111186,1.0572,0.636,0.0294,0.10306,0.133757,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O35,DRAW,Over 3.5,Draw,1693,101,0.255759,0.24749,0.059657,0.063298,0.9425,-0.364,-0.0193,0.049341,0.071968,0.0,0.24749,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O35,AWAY,Over 3.5,Away win,1693,133,0.255759,0.317779,0.078559,0.081275,0.9666,-0.272,-0.0134,0.066676,0.09235,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O35,1X,Over 3.5,Home or draw,1693,300,0.255759,0.682221,0.1772,0.174484,1.0156,0.272,0.0134,0.159748,0.196114,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O35,X2,Over 3.5,Draw or away,1693,234,0.255759,0.565269,0.138216,0.144573,0.956,-0.636,-0.0294,0.122593,0.155477,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,O35,12,Over 3.5,Home or away,1693,332,0.255759,0.75251,0.196102,0.192461,1.0189,0.364,0.0193,0.177885,0.215694,0.008269,0.255759,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,BTTS,Under 3.5,BTTS Yes,1693,500,0.744241,0.519197,0.295334,0.386407,0.7643,-9.107,-0.4178,0.274086,0.317508,0.263438,0.519197,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U35,BTTS_NO,Under 3.5,BTTS No,1693,760,0.744241,0.480803,0.448907,0.357834,1.2545,9.107,0.4178,0.425357,0.472689,0.225044,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,U35,HOME,Under 3.5,Home win,1693,537,0.744241,0.434731,0.317188,0.323545,0.9804,-0.636,-0.0294,0.295455,0.33975,0.178972,0.434731,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,DRAW,Under 3.5,Draw,1693,318,0.744241,0.24749,0.187832,0.184192,1.0198,0.364,0.0193,0.169941,0.207137,0.0,0.24749,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,AWAY,Under 3.5,Away win,1693,405,0.744241,0.317779,0.23922,0.236504,1.0115,0.272,0.0134,0.219504,0.260118,0.06202,0.317779,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,1X,Under 3.5,Home or draw,1693,855,0.744241,0.682221,0.505021,0.507737,0.9947,-0.272,-0.0134,0.48122,0.528799,0.426462,0.682221,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,X2,Under 3.5,Draw or away,1693,723,0.744241,0.565269,0.427053,0.420696,1.0151,0.636,0.0294,0.403681,0.450754,0.30951,0.565269,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,U35,12,Under 3.5,Home or away,1693,942,0.744241,0.75251,0.556409,0.560049,0.9935,-0.364,-0.0193,0.532642,0.57992,0.496751,0.744241,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,HOME,BTTS Yes,Home win,1693,333,0.519197,0.434731,0.196692,0.225711,0.8714,-2.902,-0.1172,0.178453,0.216305,0.0,0.434731,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,DRAW,BTTS Yes,Draw,1693,299,0.519197,0.24749,0.17661,0.128496,1.3744,4.811,0.2231,0.159182,0.195501,0.0,0.24749,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,AWAY,BTTS Yes,Away win,1693,247,0.519197,0.317779,0.145895,0.16499,0.8843,-1.909,-0.0821,0.129881,0.163512,0.0,0.317779,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,1X,BTTS Yes,Home or draw,1693,632,0.519197,0.682221,0.373302,0.354207,1.0539,1.909,0.0821,0.350573,0.396605,0.201418,0.519197,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,X2,BTTS Yes,Draw or away,1693,546,0.519197,0.565269,0.322504,0.293486,1.0989,2.902,0.1172,0.300662,0.345151,0.084465,0.519197,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS,12,BTTS Yes,Home or away,1693,580,0.519197,0.75251,0.342587,0.390701,0.8769,-4.811,-0.2231,0.32036,0.365527,0.271707,0.519197,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,HOME,BTTS No,Home win,1693,403,0.480803,0.434731,0.238039,0.20902,1.1388,2.902,0.1172,0.218359,0.258905,0.0,0.434731,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,DRAW,BTTS No,Draw,1693,120,0.480803,0.24749,0.07088,0.118994,0.5957,-4.811,-0.2231,0.059603,0.084101,0.0,0.24749,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,AWAY,BTTS No,Away win,1693,291,0.480803,0.317779,0.171884,0.152789,1.125,1.909,0.0821,0.15466,0.190594,0.0,0.317779,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,1X,BTTS No,Home or draw,1693,523,0.480803,0.682221,0.308919,0.328014,0.9418,-1.909,-0.0821,0.287363,0.331341,0.163024,0.480803,True,True,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,X2,BTTS No,Draw or away,1693,411,0.480803,0.565269,0.242764,0.271783,0.8932,-2.902,-0.1172,0.222938,0.263756,0.046072,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,BTTS_NO,12,BTTS No,Home or away,1693,694,0.480803,0.75251,0.409923,0.361809,1.133,4.811,0.2231,0.386725,0.433529,0.233314,0.480803,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,1X,X2,Home or draw,Draw or away,1693,419,0.682221,0.565269,0.24749,0.385638,0.6418,-13.815,-0.5985,0.22752,0.268603,0.24749,0.565269,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,1X,12,Home or draw,Home or away,1693,736,0.682221,0.75251,0.434731,0.513378,0.8468,-7.865,-0.3914,0.411292,0.458467,0.434731,0.682221,True,False,RESEARCH,1.0.0
league=League One,League One,ALL,X2,12,Draw or away,Home or away,1693,538,0.565269,0.75251,0.317779,0.425371,0.7471,-10.759,-0.5029,0.296033,0.34035,0.317779,0.565269,True,False,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,U25,Over 1.5,Under 2.5,1693,410,0.740697,0.501477,0.242174,0.371442,0.652,-12.927,-0.5899,0.222365,0.263149,0.242174,0.501477,True,False,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,U35,Over 1.5,Under 3.5,1693,784,0.740697,0.722386,0.463083,0.535069,0.8655,-7.199,-0.3668,0.439441,0.486893,0.463083,0.722386,True,False,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,BTTS_NO,Over 1.5,BTTS No,1693,354,0.740697,0.468399,0.209096,0.346942,0.6027,-13.785,-0.6303,0.190394,0.229116,0.209096,0.468399,True,False,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,HOME,Over 1.5,Home win,1693,542,0.740697,0.431187,0.320142,0.319379,1.0024,0.076,0.0035,0.298347,0.342751,0.171884,0.431187,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,DRAW,Over 1.5,Draw,1693,318,0.740697,0.255759,0.187832,0.18944,0.9915,-0.161,-0.0084,0.169941,0.207137,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,AWAY,Over 1.5,Away win,1693,394,0.740697,0.313054,0.232723,0.231878,1.0036,0.085,0.0042,0.213213,0.253443,0.053751,0.313054,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,1X,Over 1.5,Home or draw,1693,860,0.740697,0.686946,0.507974,0.508819,0.9983,-0.085,-0.0042,0.484168,0.531744,0.427643,0.686946,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,X2,Over 1.5,Draw or away,1693,712,0.740697,0.568813,0.420555,0.421318,0.9982,-0.076,-0.0035,0.397246,0.444224,0.30951,0.568813,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,O15,12,Over 1.5,Home or away,1693,936,0.740697,0.744241,0.552865,0.551257,1.0029,0.161,0.0084,0.529087,0.576403,0.484938,0.740697,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,U15,HOME,Under 1.5,Home win,1693,188,0.259303,0.431187,0.111045,0.111808,0.9932,-0.076,-0.0035,0.096951,0.126901,0.0,0.259303,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,U15,DRAW,Under 1.5,Draw,1693,115,0.259303,0.255759,0.067927,0.066319,1.0242,0.161,0.0084,0.056893,0.080917,0.0,0.255759,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,U15,AWAY,Under 1.5,Away win,1693,136,0.259303,0.313054,0.080331,0.081176,0.9896,-0.085,-0.0042,0.068313,0.094249,0.0,0.259303,True,True,RESEARCH,1.0.0
league=League Two,League Two,ALL,U15,1X,Under 1.5,Home or draw,1693,303,0.259303,0.686946,0.178972,0.178127,1.0047,0.085,0.0042,0.161445,0.197953,0.0,0.259303,True,True,RESEARCH,1.0.0
