segment,league,model_type,market_a,market_b,label_a,label_b,n,k_joint,p_a,p_b,p_joint,independent_joint,dependency_ratio,excess_pp,phi,joint_ci_lo,joint_ci_hi,frechet_lo,frechet_hi,frechet_ok,independence_within_ci,sample_status,calc_version
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,BTTS,Over 2.5,BTTS Yes,606,242,0.506601,0.523102,0.39934,0.265004,1.5069,13.434,0.538,0.361097,0.438851,0.029703,0.506601,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,BTTS_NO,Over 2.5,BTTS No,606,65,0.506601,0.476898,0.107261,0.241597,0.444,-13.434,-0.538,0.08505,0.134419,0.0,0.476898,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,HOME,Over 2.5,Home win,606,148,0.506601,0.412541,0.244224,0.208994,1.1686,3.523,0.1431,0.211699,0.279972,0.0,0.412541,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,DRAW,Over 2.5,Draw,606,40,0.506601,0.268977,0.066007,0.136264,0.4844,-7.026,-0.3169,0.048845,0.088636,0.0,0.268977,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,AWAY,Over 2.5,Away win,606,119,0.506601,0.318482,0.19637,0.161343,1.2171,3.503,0.1504,0.166695,0.229869,0.0,0.318482,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,1X,Over 2.5,Home or draw,606,188,0.506601,0.681518,0.310231,0.345258,0.8985,-3.503,-0.1504,0.274692,0.348161,0.188119,0.506601,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,X2,Over 2.5,Draw or away,606,159,0.506601,0.587459,0.262376,0.297607,0.8816,-3.523,-0.1431,0.228925,0.298821,0.094059,0.506601,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O25,12,Over 2.5,Home or away,606,267,0.506601,0.731023,0.440594,0.370337,1.1897,7.026,0.3169,0.401563,0.480373,0.237624,0.506601,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,BTTS,Under 2.5,BTTS Yes,606,75,0.493399,0.523102,0.123762,0.258098,0.4795,-13.434,-0.538,0.099888,0.152376,0.016502,0.493399,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,BTTS_NO,Under 2.5,BTTS No,606,224,0.493399,0.476898,0.369637,0.235301,1.5709,13.434,0.538,0.332138,0.408779,0.0,0.476898,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,HOME,Under 2.5,Home win,606,102,0.493399,0.412541,0.168317,0.203548,0.8269,-3.523,-0.1431,0.140637,0.200175,0.0,0.412541,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,DRAW,Under 2.5,Draw,606,123,0.493399,0.268977,0.20297,0.132713,1.5294,7.026,0.3169,0.172864,0.236819,0.0,0.268977,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,AWAY,Under 2.5,Away win,606,74,0.493399,0.318482,0.122112,0.157139,0.7771,-3.503,-0.1504,0.098397,0.150588,0.0,0.318482,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,1X,Under 2.5,Home or draw,606,225,0.493399,0.681518,0.371287,0.336261,1.1042,3.503,0.1504,0.333743,0.410453,0.174917,0.493399,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,X2,Under 2.5,Draw or away,606,197,0.493399,0.587459,0.325083,0.289852,1.1215,3.523,0.1431,0.288991,0.363377,0.080858,0.493399,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U25,12,Under 2.5,Home or away,606,176,0.493399,0.731023,0.290429,0.360686,0.8052,-7.026,-0.3169,0.255695,0.327803,0.224422,0.493399,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,BTTS,Over 3.5,BTTS Yes,606,146,0.277228,0.523102,0.240924,0.145018,1.6613,9.591,0.429,0.208575,0.276537,0.0,0.277228,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,BTTS_NO,Over 3.5,BTTS No,606,22,0.277228,0.476898,0.036304,0.132209,0.2746,-9.591,-0.429,0.024095,0.054355,0.0,0.277228,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,HOME,Over 3.5,Home win,606,72,0.277228,0.412541,0.118812,0.114368,1.0389,0.444,0.0202,0.09542,0.147006,0.0,0.277228,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,DRAW,Over 3.5,Draw,606,40,0.277228,0.268977,0.066007,0.074568,0.8852,-0.856,-0.0431,0.048845,0.088636,0.0,0.268977,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,AWAY,Over 3.5,Away win,606,56,0.277228,0.318482,0.092409,0.088292,1.0466,0.412,0.0197,0.071849,0.118105,0.0,0.277228,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,1X,Over 3.5,Home or draw,606,112,0.277228,0.681518,0.184818,0.188936,0.9782,-0.412,-0.0197,0.155933,0.217675,0.0,0.277228,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,X2,Over 3.5,Draw or away,606,96,0.277228,0.587459,0.158416,0.16286,0.9727,-0.444,-0.0202,0.131508,0.189627,0.0,0.277228,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,O35,12,Over 3.5,Home or away,606,128,0.277228,0.731023,0.211221,0.20266,1.0422,0.856,0.0431,0.180593,0.245487,0.008251,0.277228,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,BTTS,Under 3.5,BTTS Yes,606,171,0.722772,0.523102,0.282178,0.378084,0.7463,-9.591,-0.429,0.247804,0.319297,0.245875,0.523102,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,BTTS_NO,Under 3.5,BTTS No,606,267,0.722772,0.476898,0.440594,0.344688,1.2782,9.591,0.429,0.401563,0.480373,0.19967,0.476898,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,HOME,Under 3.5,Home win,606,178,0.722772,0.412541,0.293729,0.298173,0.9851,-0.444,-0.0202,0.258856,0.331202,0.135314,0.412541,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,DRAW,Under 3.5,Draw,606,123,0.722772,0.268977,0.20297,0.194409,1.044,0.856,0.0431,0.172864,0.236819,0.0,0.268977,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,AWAY,Under 3.5,Away win,606,137,0.722772,0.318482,0.226073,0.23019,0.9821,-0.412,-0.0197,0.194555,0.261042,0.041254,0.318482,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,1X,Under 3.5,Home or draw,606,301,0.722772,0.681518,0.4967,0.492582,1.0084,0.412,0.0197,0.457037,0.536404,0.40429,0.681518,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,X2,Under 3.5,Draw or away,606,260,0.722772,0.587459,0.429043,0.424599,1.0105,0.444,0.0202,0.390205,0.468775,0.310231,0.587459,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,U35,12,Under 3.5,Home or away,606,315,0.722772,0.731023,0.519802,0.528363,0.9838,-0.856,-0.0431,0.480024,0.55933,0.453795,0.722772,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,HOME,BTTS Yes,Home win,606,108,0.523102,0.412541,0.178218,0.215801,0.8258,-3.758,-0.1529,0.149803,0.210686,0.0,0.412541,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,DRAW,BTTS Yes,Draw,606,115,0.523102,0.268977,0.189769,0.140702,1.3487,4.907,0.2215,0.16054,0.222906,0.0,0.268977,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,AWAY,BTTS Yes,Away win,606,94,0.523102,0.318482,0.155116,0.166599,0.9311,-1.148,-0.0493,0.128474,0.186103,0.0,0.318482,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,1X,BTTS Yes,Home or draw,606,223,0.523102,0.681518,0.367987,0.356504,1.0322,1.148,0.0493,0.330533,0.407103,0.20462,0.523102,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,X2,BTTS Yes,Draw or away,606,209,0.523102,0.587459,0.344884,0.307301,1.1223,3.758,0.1529,0.308123,0.3836,0.110561,0.523102,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS,12,BTTS Yes,Home or away,606,202,0.523102,0.731023,0.333333,0.3824,0.8717,-4.907,-0.2215,0.296954,0.371813,0.254125,0.523102,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,HOME,BTTS No,Home win,606,142,0.476898,0.412541,0.234323,0.19674,1.191,3.758,0.1529,0.202337,0.269657,0.0,0.412541,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,DRAW,BTTS No,Draw,606,48,0.476898,0.268977,0.079208,0.128274,0.6175,-4.907,-0.2215,0.060261,0.103456,0.0,0.268977,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,AWAY,BTTS No,Away win,606,99,0.476898,0.318482,0.163366,0.151883,1.0756,1.148,0.0493,0.136068,0.194906,0.0,0.318482,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,1X,BTTS No,Home or draw,606,190,0.476898,0.681518,0.313531,0.325014,0.9647,-1.148,-0.0493,0.277866,0.351546,0.158416,0.476898,True,True,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,X2,BTTS No,Draw or away,606,147,0.476898,0.587459,0.242574,0.280158,0.8658,-3.758,-0.1529,0.210137,0.278255,0.064356,0.476898,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,BTTS_NO,12,BTTS No,Home or away,606,241,0.476898,0.731023,0.39769,0.348623,1.1407,4.907,0.2215,0.359484,0.437184,0.207921,0.476898,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,1X,X2,Home or draw,Draw or away,606,163,0.681518,0.587459,0.268977,0.400364,0.6718,-13.139,-0.5729,0.235208,0.305656,0.268977,0.587459,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,1X,12,Home or draw,Home or away,606,250,0.681518,0.731023,0.412541,0.498206,0.8281,-8.566,-0.4147,0.374016,0.452168,0.412541,0.681518,True,False,RESEARCH,1.0.0
league=Austrian Bundesliga,Austrian Bundesliga,ALL,X2,12,Draw or away,Home or away,606,193,0.587459,0.731023,0.318482,0.429446,0.7416,-11.096,-0.5083,0.282631,0.35662,0.318482,0.587459,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,U25,Over 1.5,Under 2.5,1374,363,0.729985,0.534207,0.264192,0.389963,0.6775,-12.577,-0.5679,0.241559,0.28814,0.264192,0.534207,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,U35,Over 1.5,Under 3.5,1374,700,0.729985,0.779476,0.509461,0.569006,0.8954,-5.954,-0.3235,0.483038,0.535832,0.509461,0.729985,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,BTTS_NO,Over 1.5,BTTS No,1374,303,0.729985,0.490539,0.220524,0.358086,0.6158,-13.756,-0.6198,0.199397,0.243209,0.220524,0.490539,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,HOME,Over 1.5,Home win,1374,482,0.729985,0.477438,0.350801,0.348523,1.0065,0.228,0.0103,0.326015,0.376419,0.207424,0.477438,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,DRAW,Over 1.5,Draw,1374,270,0.729985,0.267103,0.196507,0.194982,1.0078,0.152,0.0078,0.176354,0.218351,0.0,0.267103,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,AWAY,Over 1.5,Away win,1374,251,0.729985,0.255459,0.182678,0.186481,0.9796,-0.38,-0.0196,0.163141,0.203985,0.0,0.255459,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,1X,Over 1.5,Home or draw,1374,752,0.729985,0.744541,0.547307,0.543504,1.007,0.38,0.0196,0.520892,0.573458,0.474527,0.729985,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,X2,Over 1.5,Draw or away,1374,521,0.729985,0.522562,0.379185,0.381463,0.994,-0.228,-0.0103,0.3539,0.405143,0.252547,0.522562,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O15,12,Over 1.5,Home or away,1374,733,0.729985,0.732897,0.533479,0.535004,0.9971,-0.152,-0.0078,0.507043,0.559728,0.462882,0.729985,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,HOME,Under 1.5,Home win,1374,174,0.270015,0.477438,0.126638,0.128915,0.9823,-0.228,-0.0103,0.110087,0.14527,0.0,0.270015,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,DRAW,Under 1.5,Draw,1374,97,0.270015,0.267103,0.070597,0.072122,0.9789,-0.152,-0.0078,0.058216,0.085372,0.0,0.267103,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,AWAY,Under 1.5,Away win,1374,100,0.270015,0.255459,0.07278,0.068978,1.0551,0.38,0.0196,0.060203,0.08774,0.0,0.255459,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,1X,Under 1.5,Home or draw,1374,271,0.270015,0.744541,0.197234,0.201037,0.9811,-0.38,-0.0196,0.177051,0.219106,0.014556,0.270015,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,X2,Under 1.5,Draw or away,1374,197,0.270015,0.522562,0.143377,0.141099,1.0161,0.228,0.0103,0.12584,0.162903,0.0,0.270015,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U15,12,Under 1.5,Home or away,1374,274,0.270015,0.732897,0.199418,0.197893,1.0077,0.152,0.0078,0.179141,0.22137,0.002911,0.270015,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,U35,Over 2.5,Under 3.5,1374,337,0.465793,0.779476,0.245269,0.363075,0.6755,-11.781,-0.5696,0.22325,0.268709,0.245269,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,BTTS,Over 2.5,BTTS Yes,1374,516,0.465793,0.509461,0.375546,0.237304,1.5826,13.824,0.5544,0.35032,0.401466,0.0,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,BTTS_NO,Over 2.5,BTTS No,1374,124,0.465793,0.490539,0.090247,0.22849,0.395,-13.824,-0.5544,0.076217,0.106563,0.0,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,HOME,Over 2.5,Home win,1374,361,0.465793,0.477438,0.262737,0.222387,1.1814,4.035,0.1619,0.240149,0.286647,0.0,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,DRAW,Over 2.5,Draw,1374,86,0.465793,0.267103,0.062591,0.124415,0.5031,-6.182,-0.2801,0.050962,0.076659,0.0,0.267103,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,AWAY,Over 2.5,Away win,1374,193,0.465793,0.255459,0.140466,0.118991,1.1805,2.147,0.0987,0.123094,0.159843,0.0,0.255459,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,1X,Over 2.5,Home or draw,1374,447,0.465793,0.744541,0.325328,0.346802,0.9381,-2.147,-0.0987,0.301072,0.350557,0.210335,0.465793,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,X2,Over 2.5,Draw or away,1374,279,0.465793,0.522562,0.203057,0.243406,0.8342,-4.035,-0.1619,0.182627,0.225142,0.0,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O25,12,Over 2.5,Home or away,1374,554,0.465793,0.732897,0.403202,0.341378,1.1811,6.182,0.2801,0.377569,0.429376,0.19869,0.465793,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,BTTS,Under 2.5,BTTS Yes,1374,184,0.534207,0.509461,0.133916,0.272158,0.4921,-13.824,-0.5544,0.116925,0.152948,0.043668,0.509461,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,BTTS_NO,Under 2.5,BTTS No,1374,550,0.534207,0.490539,0.400291,0.262049,1.5275,13.824,0.5544,0.374697,0.426442,0.024745,0.490539,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,HOME,Under 2.5,Home win,1374,295,0.534207,0.477438,0.214702,0.255051,0.8418,-4.035,-0.1619,0.193801,0.237193,0.011645,0.477438,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,DRAW,Under 2.5,Draw,1374,281,0.534207,0.267103,0.204512,0.142688,1.4333,6.182,0.2801,0.184023,0.22665,0.0,0.267103,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,AWAY,Under 2.5,Away win,1374,158,0.534207,0.255459,0.114993,0.136468,0.8426,-2.147,-0.0987,0.099187,0.132945,0.0,0.255459,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,1X,Under 2.5,Home or draw,1374,576,0.534207,0.744541,0.419214,0.397739,1.054,2.147,0.0987,0.393384,0.445495,0.278748,0.534207,True,True,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,X2,Under 2.5,Draw or away,1374,439,0.534207,0.522562,0.319505,0.279156,1.1445,4.035,0.1619,0.295382,0.344635,0.056769,0.522562,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,U25,12,Under 2.5,Home or away,1374,453,0.534207,0.732897,0.329694,0.391518,0.8421,-6.182,-0.2801,0.305342,0.354996,0.267103,0.534207,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O35,BTTS,Over 3.5,BTTS Yes,1374,269,0.220524,0.509461,0.195779,0.112348,1.7426,8.343,0.4025,0.175658,0.217596,0.0,0.220524,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O35,BTTS_NO,Over 3.5,BTTS No,1374,34,0.220524,0.490539,0.024745,0.108176,0.2288,-8.343,-0.4025,0.017761,0.034379,0.0,0.220524,True,False,RESEARCH,1.0.0
league=Brazil Serie A,Brazil Serie A,ALL,O35,HOME,Over 3.5,Home win,1374,148,0.220524,0.477438,0.107715,0.105287,1.0231,0.243,0.0117,0.092402,0.125215,0.0,0.220524,True,True,RESEARCH,1.0.0
