variant,month,target,dataset_id,retrain_id,train_start,train_end,n_train,n_test,target_prevalence,majority_accuracy,accuracy,accuracy_lift,auc,pr_auc,brier,log_loss,ece,baseline_log_loss,baseline_brier,margin_vs_baseline_ll,mean_predicted,mean_actual,model_age_months,gate_decision,interpretable
canonical,2022-09,over15,9323153159e6,canonical:2022-09,2019-02-15,2022-08-31,29746,1210,0.7364,0.7364,0.7355,-0.083,0.6122,0.8102,0.18848,0.56187,0.02572,0.56995,0.1915,0.00808,0.741,0.7364,0,PROMOTE,True
canonical,2022-09,over25,9323153159e6,canonical:2022-09,2019-02-15,2022-08-31,29746,1210,0.4992,0.5008,0.5711,7.025,0.5974,0.5897,0.24272,0.67841,0.01378,0.68309,0.245,0.00468,0.5092,0.4992,0,PROMOTE,True
canonical,2022-09,over35,9323153159e6,canonical:2022-09,2019-02-15,2022-08-31,29746,1210,0.2653,0.7347,0.7339,-0.083,0.621,0.3647,0.18858,0.56246,0.01748,0.56505,0.18971,0.00258,0.2821,0.2653,0,PROMOTE,True
canonical,2022-10,btts,e7c78db70bbf,canonical:2022-10,2019-02-15,2022-09-30,30956,1707,0.5442,0.5442,0.5436,-0.059,0.5486,0.5949,0.24631,0.68566,0.02272,0.68982,0.24834,0.00416,0.5237,0.5442,0,PROMOTE,True
canonical,2022-10,over15,e7c78db70bbf,canonical:2022-10,2019-02-15,2022-09-30,30956,1707,0.751,0.751,0.7516,0.059,0.578,0.7981,0.18477,0.55506,0.02066,0.55595,0.18501,0.00089,0.7385,0.751,0,PROMOTE,True
canonical,2022-10,over25,e7c78db70bbf,canonical:2022-10,2019-02-15,2022-09-30,30956,1707,0.5284,0.5284,0.5612,3.281,0.5899,0.6125,0.24361,0.68018,0.02755,0.68502,0.24596,0.00483,0.5012,0.5284,0,PROMOTE,True
canonical,2022-10,over35,e7c78db70bbf,canonical:2022-10,2019-02-15,2022-09-30,30956,1707,0.2818,0.7182,0.7194,0.117,0.6028,0.3717,0.19694,0.58163,0.01166,0.58555,0.19871,0.00392,0.2727,0.2818,0,PROMOTE,True
canonical,2022-11,btts,153a070b5878,canonical:2022-11,2019-02-15,2022-10-31,32663,726,0.5413,0.5413,0.5606,1.928,0.5556,0.5799,0.24668,0.68657,0.01707,0.68182,0.24437,-0.00475,0.5247,0.5413,0,PROMOTE,True
canonical,2022-11,over15,153a070b5878,canonical:2022-11,2019-02-15,2022-10-31,32663,726,0.7562,0.7562,0.7562,0.0,0.6233,0.8202,0.17901,0.5412,0.0456,0.54775,0.18134,0.00655,0.7447,0.7562,0,PROMOTE,True
canonical,2022-11,over25,153a070b5878,canonical:2022-11,2019-02-15,2022-10-31,32663,726,0.5083,0.5083,0.5785,7.025,0.619,0.6167,0.23987,0.67255,0.01673,0.67941,0.24317,0.00686,0.5096,0.5083,0,PROMOTE,True
canonical,2022-11,over35,153a070b5878,canonical:2022-11,2019-02-15,2022-10-31,32663,726,0.3154,0.6846,0.6873,0.275,0.6022,0.3963,0.2114,0.6125,0.03837,0.61625,0.21308,0.00376,0.2821,0.3154,0,PROMOTE,True
canonical,2022-12,btts,153a070b5878,canonical:2022-12,2019-02-15,2022-11-30,33389,558,0.4552,0.5448,0.5018,-4.301,0.5225,0.484,0.25165,0.69655,0.06112,0.69798,0.25241,0.00142,0.5049,0.4552,1,REJECT,True
canonical,2022-12,over15,66322ae2e3dd,canonical:2022-12,2019-02-15,2022-11-30,33389,558,0.7419,0.7419,0.7419,0.0,0.6053,0.8035,0.18695,0.55926,0.03233,0.56361,0.18846,0.00435,0.7344,0.7419,0,PROMOTE,True
canonical,2022-12,over25,66322ae2e3dd,canonical:2022-12,2019-02-15,2022-11-30,33389,558,0.4821,0.5179,0.5412,2.33,0.5659,0.5437,0.24641,0.68597,0.02388,0.68409,0.24549,-0.00188,0.4859,0.4821,0,PROMOTE,True
canonical,2022-12,over35,66322ae2e3dd,canonical:2022-12,2019-02-15,2022-11-30,33389,558,0.2276,0.7724,0.7706,-0.179,0.6265,0.3199,0.17128,0.5238,0.0457,0.53032,0.17371,0.00652,0.2566,0.2276,0,PROMOTE,True
canonical,2023-01,btts,c714c39284ec,canonical:2023-01,2019-02-15,2022-12-31,33947,717,0.4993,0.5007,0.5411,4.045,0.566,0.5747,0.24669,0.68646,0.0221,0.68667,0.24677,0.0002,0.5114,0.4993,0,PROMOTE,True
canonical,2023-01,over15,c714c39284ec,canonical:2023-01,2019-02-15,2022-12-31,33947,717,0.7364,0.7364,0.7364,0.0,0.604,0.7984,0.1902,0.56649,0.0196,0.56612,0.18986,-0.00037,0.7258,0.7364,0,PROMOTE,True
canonical,2023-01,over25,c714c39284ec,canonical:2023-01,2019-02-15,2022-12-31,33947,717,0.4979,0.5021,0.5579,5.579,0.5797,0.5506,0.24727,0.68783,0.03787,0.6884,0.24765,0.00057,0.474,0.4979,0,PROMOTE,True
canonical,2023-01,over35,c714c39284ec,canonical:2023-01,2019-02-15,2022-12-31,33947,717,0.2608,0.7392,0.7378,-0.139,0.5799,0.3172,0.19038,0.56728,0.01924,0.57051,0.19165,0.00323,0.2555,0.2608,0,PROMOTE,True
canonical,2023-02,btts,254cbbed42d6,canonical:2023-02,2019-02-15,2023-01-31,34664,1014,0.4842,0.5158,0.5483,3.254,0.5643,0.5409,0.24726,0.68763,0.02825,0.69418,0.25049,0.00655,0.5119,0.4842,0,PROMOTE,True
canonical,2023-02,over15,254cbbed42d6,canonical:2023-02,2019-02-15,2023-01-31,34664,1014,0.7199,0.7199,0.7199,0.0,0.5859,0.7822,0.19805,0.58375,0.00779,0.59277,0.20134,0.00902,0.7256,0.7199,0,PROMOTE,True
canonical,2023-02,over25,254cbbed42d6,canonical:2023-02,2019-02-15,2023-01-31,34664,1014,0.4428,0.5572,0.6036,4.635,0.5874,0.5391,0.24165,0.67621,0.0466,0.68132,0.24413,0.00511,0.4745,0.4428,0,PROMOTE,True
canonical,2023-02,over35,254cbbed42d6,canonical:2023-02,2019-02-15,2023-01-31,34664,1014,0.2268,0.7732,0.7742,0.099,0.5932,0.3056,0.17258,0.52761,0.03114,0.53192,0.17432,0.00431,0.2571,0.2268,0,PROMOTE,True
canonical,2023-03,btts,f54471cba82c,canonical:2023-03,2019-02-15,2023-02-28,35678,984,0.4868,0.5132,0.5254,1.22,0.5352,0.5145,0.25057,0.69442,0.03105,0.68834,0.24761,-0.00608,0.5082,0.4868,0,PROMOTE,True
canonical,2023-03,over15,f54471cba82c,canonical:2023-03,2019-02-15,2023-02-28,35678,984,0.7256,0.7256,0.7256,0.0,0.6041,0.7922,0.19445,0.57564,0.02474,0.57972,0.19594,0.00407,0.7242,0.7256,0,PROMOTE,True
canonical,2023-03,over25,f54471cba82c,canonical:2023-03,2019-02-15,2023-02-28,35678,984,0.4492,0.5508,0.5762,2.541,0.5909,0.5365,0.24178,0.67661,0.02672,0.68221,0.24456,0.0056,0.4751,0.4492,0,PROMOTE,True
canonical,2023-03,over35,f54471cba82c,canonical:2023-03,2019-02-15,2023-02-28,35678,984,0.2561,0.7439,0.7439,0.0,0.5824,0.3334,0.18729,0.56141,0.01466,0.56636,0.18962,0.00495,0.2448,0.2561,0,PROMOTE,True
canonical,2023-04,btts,52fea3aca5c4,canonical:2023-04,2019-02-15,2023-03-31,36662,1671,0.5069,0.5069,0.5212,1.436,0.5188,0.5144,0.25144,0.69614,0.0324,0.6957,0.25126,-0.00044,0.5216,0.5069,0,PROMOTE,True
canonical,2023-04,over15,52fea3aca5c4,canonical:2023-04,2019-02-15,2023-03-31,36662,1671,0.7397,0.7397,0.7397,0.0,0.5811,0.8059,0.18969,0.56489,0.02624,0.5734,0.19252,0.00852,0.7348,0.7397,0,PROMOTE,True
canonical,2023-04,over25,52fea3aca5c4,canonical:2023-04,2019-02-15,2023-03-31,36662,1671,0.4877,0.5123,0.55,3.77,0.5682,0.5641,0.24551,0.68389,0.01941,0.69523,0.25102,0.01134,0.4906,0.4877,0,PROMOTE,True
canonical,2023-04,over35,f54471cba82c,canonical:2023-04,2019-02-15,2023-03-31,36662,1671,0.2699,0.7301,0.7325,0.239,0.5759,0.3455,0.19407,0.57627,0.01811,0.58053,0.19594,0.00426,0.2605,0.2699,1,REJECT,True
canonical,2023-05,btts,464651c95ca3,canonical:2023-05,2019-02-15,2023-04-30,38333,1234,0.5365,0.5365,0.5665,2.998,0.5681,0.6027,0.24454,0.68208,0.01985,0.68787,0.24737,0.00579,0.5299,0.5365,0,PROMOTE,True
canonical,2023-05,over15,464651c95ca3,canonical:2023-05,2019-02-15,2023-04-30,38333,1234,0.7504,0.7504,0.7504,0.0,0.5777,0.7996,0.18494,0.55544,0.02062,0.55691,0.18547,0.00147,0.7528,0.7504,0,PROMOTE,True
canonical,2023-05,over25,464651c95ca3,canonical:2023-05,2019-02-15,2023-04-30,38333,1234,0.5113,0.5113,0.5802,6.888,0.6128,0.604,0.24111,0.67522,0.02657,0.68347,0.24518,0.00825,0.5094,0.5113,0,PROMOTE,True
canonical,2023-05,over35,464651c95ca3,canonical:2023-05,2019-02-15,2023-04-30,38333,1234,0.2974,0.7026,0.7018,-0.081,0.6044,0.3848,0.20344,0.59511,0.02851,0.60435,0.20715,0.00924,0.2785,0.2974,0,PROMOTE,True
canonical,2023-06,btts,99371999c23d,canonical:2023-06,2019-02-15,2023-05-31,39567,539,0.5436,0.5436,0.5659,2.226,0.5735,0.6179,0.24292,0.67869,0.01895,0.69049,0.24868,0.0118,0.5488,0.5436,0,PROMOTE,True
canonical,2023-06,over15,99371999c23d,canonical:2023-06,2019-02-15,2023-05-31,39567,539,0.7403,0.7403,0.7403,0.0,0.6024,0.8046,0.18831,0.56212,0.02273,0.57093,0.19159,0.00881,0.7567,0.7403,0,PROMOTE,True
canonical,2023-06,over25,99371999c23d,canonical:2023-06,2019-02-15,2023-05-31,39567,539,0.5195,0.5195,0.5826,6.308,0.6195,0.637,0.23814,0.66875,0.01642,0.68155,0.24425,0.0128,0.5121,0.5195,0,PROMOTE,True
canonical,2023-06,over35,99371999c23d,canonical:2023-06,2019-02-15,2023-05-31,39567,539,0.2913,0.7087,0.7106,0.186,0.6671,0.4616,0.19314,0.57147,0.05391,0.59899,0.20454,0.02751,0.2926,0.2913,0,PROMOTE,True
canonical,2023-07,btts,7a1dc3cfd7ec,canonical:2023-07,2019-02-15,2023-06-30,40106,755,0.5166,0.5166,0.6,8.344,0.6283,0.6115,0.23772,0.66818,0.04968,0.68056,0.24373,0.01238,0.5244,0.5166,0,PROMOTE,True
canonical,2023-07,over15,7a1dc3cfd7ec,canonical:2023-07,2019-02-15,2023-06-30,40106,755,0.7404,0.7404,0.7444,0.397,0.6445,0.8288,0.18004,0.5432,0.03452,0.55535,0.18544,0.01214,0.7353,0.7404,0,PROMOTE,True
canonical,2023-07,over25,7a1dc3cfd7ec,canonical:2023-07,2019-02-15,2023-06-30,40106,755,0.4795,0.5205,0.6013,8.079,0.6472,0.6186,0.23426,0.66072,0.02972,0.67019,0.2386,0.00947,0.4944,0.4795,0,PROMOTE,True
canonical,2023-07,over35,7a1dc3cfd7ec,canonical:2023-07,2019-02-15,2023-06-30,40106,755,0.2742,0.7258,0.7272,0.132,0.6197,0.3828,0.19129,0.56725,0.01317,0.57936,0.19575,0.01211,0.2799,0.2742,0,PROMOTE,True
canonical,2023-08,btts,e59c8959b0ea,canonical:2023-08,2019-02-15,2023-07-31,40861,1311,0.4935,0.5065,0.5469,4.043,0.5689,0.5596,0.24739,0.68787,0.03972,0.6961,0.25146,0.00823,0.5293,0.4935,0,PROMOTE,True
canonical,2023-08,over15,e59c8959b0ea,canonical:2023-08,2019-02-15,2023-07-31,40861,1311,0.7483,0.7483,0.749,0.076,0.5629,0.7811,0.18691,0.56065,0.02006,0.56444,0.18841,0.00379,0.7429,0.7483,0,PROMOTE,True
canonical,2023-08,over25,e59c8959b0ea,canonical:2023-08,2019-02-15,2023-07-31,40861,1311,0.5202,0.5202,0.553,3.28,0.5749,0.5759,0.24594,0.68497,0.04109,0.69018,0.24854,0.00521,0.5029,0.5202,0,PROMOTE,True
canonical,2023-08,over35,7a1dc3cfd7ec,canonical:2023-08,2019-02-15,2023-07-31,40861,1311,0.2746,0.7254,0.7254,0.0,0.5573,0.3304,0.19844,0.5856,0.02703,0.58481,0.19791,-0.0008,0.2831,0.2746,1,REJECT,True
canonical,2023-09,btts,6614f5ddaf2b,canonical:2023-09,2019-02-15,2023-08-31,42172,1510,0.5596,0.5596,0.5517,-0.795,0.5476,0.6167,0.24573,0.68437,0.03543,0.68701,0.24695,0.00264,0.5242,0.5596,0,PROMOTE,True
canonical,2023-09,over15,6614f5ddaf2b,canonical:2023-09,2019-02-15,2023-08-31,42172,1510,0.7662,0.7662,0.7675,0.132,0.5878,0.8101,0.17602,0.53569,0.01506,0.54257,0.17881,0.00688,0.7527,0.7662,0,PROMOTE,True
canonical,2023-09,over25,6614f5ddaf2b,canonical:2023-09,2019-02-15,2023-08-31,42172,1510,0.5265,0.5265,0.549,2.252,0.5708,0.5875,0.24586,0.68479,0.02193,0.69626,0.25152,0.01147,0.5147,0.5265,0,PROMOTE,True
canonical,2023-09,over35,6614f5ddaf2b,canonical:2023-09,2019-02-15,2023-08-31,42172,1510,0.3066,0.6934,0.696,0.265,0.5878,0.3862,0.20855,0.60664,0.03478,0.61914,0.21343,0.0125,0.2827,0.3066,0,PROMOTE,True
canonical,2023-10,btts,f43b8cdffe0a,canonical:2023-10,2019-02-15,2023-09-30,43682,1430,0.5161,0.5161,0.5517,3.566,0.5949,0.6244,0.24188,0.67625,0.03666,0.68676,0.24681,0.01051,0.542,0.5161,0,PROMOTE,True
canonical,2023-10,over15,f43b8cdffe0a,canonical:2023-10,2019-02-15,2023-09-30,43682,1430,0.7608,0.7608,0.7594,-0.14,0.6153,0.8279,0.17715,0.53636,0.01928,0.54943,0.18175,0.01306,0.7582,0.7608,0,PROMOTE,True
canonical,2023-10,over25,f43b8cdffe0a,canonical:2023-10,2019-02-15,2023-09-30,43682,1430,0.5098,0.5098,0.5748,6.503,0.615,0.6259,0.2394,0.67136,0.0256,0.68358,0.24524,0.01222,0.521,0.5098,0,PROMOTE,True
canonical,2023-10,over35,f43b8cdffe0a,canonical:2023-10,2019-02-15,2023-09-30,43682,1430,0.3049,0.6951,0.6993,0.42,0.6205,0.4263,0.20329,0.59439,0.02725,0.60912,0.20946,0.01473,0.2897,0.3049,0,PROMOTE,True
canonical,2023-11,btts,f43b8cdffe0a,canonical:2023-11,2019-02-15,2023-10-31,45112,1097,0.5369,0.5369,0.536,-0.091,0.5335,0.5707,0.24763,0.68828,0.02969,0.69641,0.25162,0.00813,0.537,0.5369,1,REJECT,True
canonical,2023-11,over15,aba7e2bd0e9e,canonical:2023-11,2019-02-15,2023-10-31,45112,1097,0.7675,0.7675,0.7675,0.0,0.5829,0.8198,0.17543,0.53379,0.01209,0.54605,0.18006,0.01225,0.7568,0.7675,0,PROMOTE,True
canonical,2023-11,over25,aba7e2bd0e9e,canonical:2023-11,2019-02-15,2023-10-31,45112,1097,0.5278,0.5278,0.5825,5.469,0.6043,0.6059,0.24117,0.67525,0.01553,0.6881,0.2475,0.01285,0.5161,0.5278,0,PROMOTE,True
canonical,2023-11,over35,aba7e2bd0e9e,canonical:2023-11,2019-02-15,2023-10-31,45112,1097,0.3036,0.6964,0.6928,-0.365,0.6047,0.3768,0.20586,0.59941,0.02914,0.61132,0.21025,0.01191,0.2989,0.3036,0,PROMOTE,True
canonical,2023-12,btts,6dd480943f02,canonical:2023-12,2019-02-15,2023-11-30,46209,1018,0.5314,0.5314,0.5373,0.589,0.5587,0.6057,0.24494,0.68272,0.03344,0.69219,0.24952,0.00947,0.5328,0.5314,0,PROMOTE,True
canonical,2023-12,over15,6dd480943f02,canonical:2023-12,2019-02-15,2023-11-30,46209,1018,0.7544,0.7544,0.7554,0.098,0.6143,0.8359,0.17959,0.54144,0.0282,0.55164,0.18312,0.0102,0.7627,0.7544,0,PROMOTE,True
canonical,2023-12,over25,6dd480943f02,canonical:2023-12,2019-02-15,2023-11-30,46209,1018,0.5157,0.5157,0.5442,2.849,0.5659,0.5795,0.24653,0.68614,0.03098,0.69063,0.24876,0.00449,0.5253,0.5157,0,PROMOTE,True
canonical,2023-12,over35,6dd480943f02,canonical:2023-12,2019-02-15,2023-11-30,46209,1018,0.2868,0.7132,0.7161,0.295,0.6105,0.3862,0.19787,0.5831,0.02702,0.59642,0.20328,0.01332,0.291,0.2868,0,PROMOTE,True
canonical,2024-01,btts,d8cc76305f53,canonical:2024-01,2019-02-15,2023-12-30,47227,766,0.5666,0.5666,0.547,-1.958,0.555,0.6165,0.24452,0.68176,0.05976,0.69134,0.2491,0.00959,0.5175,0.5666,0,PROMOTE,True
canonical,2024-01,over15,d8cc76305f53,canonical:2024-01,2019-02-15,2023-12-30,47227,766,0.7624,0.7624,0.7624,0.0,0.5673,0.8022,0.17897,0.54267,0.01509,0.55226,0.1826,0.00959,0.7521,0.7624,0,PROMOTE,True
canonical,2024-01,over25,d8cc76305f53,canonical:2024-01,2019-02-15,2023-12-30,47227,766,0.5287,0.5287,0.5653,3.655,0.5852,0.6111,0.24308,0.67895,0.0241,0.69595,0.25141,0.01699,0.5092,0.5287,0,PROMOTE,True
canonical,2024-01,over35,d8cc76305f53,canonical:2024-01,2019-02-15,2023-12-30,47227,766,0.3003,0.6997,0.6997,0.0,0.5649,0.3645,0.20793,0.60581,0.03219,0.61919,0.21322,0.01338,0.2795,0.3003,0,PROMOTE,True
canonical,2024-02,btts,174f7f24f581,canonical:2024-02,2019-02-15,2024-01-31,47993,1214,0.5354,0.5354,0.5865,5.107,0.6012,0.6224,0.24091,0.67464,0.02824,0.68869,0.24778,0.01405,0.5323,0.5354,0,PROMOTE,True
canonical,2024-02,over15,174f7f24f581,canonical:2024-02,2019-02-15,2024-01-31,47993,1214,0.7545,0.7545,0.7578,0.329,0.6091,0.8198,0.17903,0.54139,0.01372,0.55396,0.18379,0.01257,0.746,0.7545,0,PROMOTE,True
canonical,2024-02,over25,174f7f24f581,canonical:2024-02,2019-02-15,2024-01-31,47993,1214,0.4984,0.5016,0.5791,7.743,0.612,0.5922,0.24046,0.67369,0.01247,0.6888,0.24787,0.01511,0.4979,0.4984,0,PROMOTE,True
canonical,2024-02,over35,d8cc76305f53,canonical:2024-02,2019-02-15,2024-01-31,47993,1214,0.2825,0.7175,0.7166,-0.082,0.5998,0.3527,0.19779,0.582,0.02475,0.59092,0.20117,0.00893,0.2743,0.2825,1,REJECT,True
canonical,2024-03,btts,b2a6abdbe995,canonical:2024-03,2019-02-15,2024-02-29,49207,1366,0.5168,0.5168,0.5498,3.294,0.5718,0.5945,0.24472,0.68218,0.02095,0.69299,0.24991,0.01082,0.5308,0.5168,0,PROMOTE,True
canonical,2024-03,over15,b2a6abdbe995,canonical:2024-03,2019-02-15,2024-02-29,49207,1366,0.7262,0.7262,0.7277,0.146,0.6057,0.7888,0.19449,0.57621,0.03113,0.58415,0.19756,0.00794,0.7496,0.7262,0,PROMOTE,True
canonical,2024-03,over25,b2a6abdbe995,canonical:2024-03,2019-02-15,2024-02-29,49207,1366,0.4971,0.5029,0.5688,6.589,0.604,0.6031,0.24148,0.67581,0.02585,0.69405,0.25044,0.01825,0.4985,0.4971,0,PROMOTE,True
canonical,2024-03,over35,b2a6abdbe995,canonical:2024-03,2019-02-15,2024-02-29,49207,1366,0.2892,0.7108,0.716,0.512,0.615,0.4096,0.19848,0.58498,0.02481,0.59972,0.20487,0.01473,0.2788,0.2892,0,PROMOTE,True
canonical,2024-04,btts,6a5ce18b0b0b,canonical:2024-04,2019-02-15,2024-03-31,50573,1750,0.5497,0.5497,0.5669,1.714,0.5836,0.6339,0.24111,0.67491,0.0205,0.69015,0.2485,0.01523,0.5342,0.5497,0,PROMOTE,True
canonical,2024-04,over15,6a5ce18b0b0b,canonical:2024-04,2019-02-15,2024-03-31,50573,1750,0.7531,0.7531,0.7526,-0.057,0.6049,0.8185,0.18127,0.54624,0.01489,0.55784,0.18551,0.0116,0.7445,0.7531,0,PROMOTE,True
canonical,2024-04,over25,6a5ce18b0b0b,canonical:2024-04,2019-02-15,2024-03-31,50573,1750,0.5343,0.5343,0.5617,2.743,0.5957,0.6306,0.24202,0.67681,0.02418,0.6963,0.25154,0.01949,0.5103,0.5343,0,PROMOTE,True
canonical,2024-04,over35,6a5ce18b0b0b,canonical:2024-04,2019-02-15,2024-03-31,50573,1750,0.3051,0.6949,0.6983,0.343,0.6097,0.4022,0.20485,0.59736,0.02154,0.61522,0.21207,0.01786,0.2869,0.3051,0,PROMOTE,True
canonical,2024-05,btts,a5eed5eaea04,canonical:2024-05,2019-02-15,2024-04-30,52323,1257,0.5632,0.5632,0.5919,2.864,0.5969,0.6668,0.23594,0.66357,0.04274,0.68191,0.24441,0.01834,0.5529,0.5632,0,PROMOTE,True
canonical,2024-05,over15,a5eed5eaea04,canonical:2024-05,2019-02-15,2024-04-30,52323,1257,0.7741,0.7741,0.7733,-0.08,0.6231,0.8464,0.1691,0.51703,0.01469,0.53265,0.17429,0.01562,0.7726,0.7741,0,PROMOTE,True
canonical,2024-05,over25,a5eed5eaea04,canonical:2024-05,2019-02-15,2024-04-30,52323,1257,0.568,0.568,0.599,3.103,0.641,0.7073,0.23193,0.6556,0.04065,0.68073,0.24382,0.02512,0.5332,0.568,0,PROMOTE,True
canonical,2024-05,over35,a5eed5eaea04,canonical:2024-05,2019-02-15,2024-04-30,52323,1257,0.3373,0.6627,0.677,1.432,0.6176,0.4594,0.21442,0.61832,0.03192,0.6347,0.22161,0.01638,0.3054,0.3373,0,PROMOTE,True
canonical,2024-06,btts,7b84707902a2,canonical:2024-06,2019-02-15,2024-05-31,53580,563,0.5613,0.5613,0.5968,3.552,0.6299,0.7016,0.23316,0.65803,0.02387,0.68017,0.24356,0.02214,0.56,0.5613,0,PROMOTE,True
canonical,2024-06,over15,a5eed5eaea04,canonical:2024-06,2019-02-15,2024-05-31,53580,563,0.7549,0.7549,0.746,-0.888,0.5902,0.8267,0.18308,0.54908,0.05601,0.54969,0.1823,0.00061,0.7684,0.7549,1,REJECT,True
canonical,2024-06,over25,7b84707902a2,canonical:2024-06,2019-02-15,2024-05-31,53580,563,0.5293,0.5293,0.6163,8.703,0.6518,0.6746,0.23186,0.65534,0.03556,0.67248,0.23976,0.01713,0.5233,0.5293,0,PROMOTE,True
canonical,2024-06,over35,7b84707902a2,canonical:2024-06,2019-02-15,2024-05-31,53580,563,0.2842,0.7158,0.73,1.421,0.6784,0.4682,0.18832,0.56099,0.05372,0.57273,0.19427,0.01174,0.3008,0.2842,0,PROMOTE,True
canonical,2024-07,btts,1a40d1877c0d,canonical:2024-07,2019-02-15,2024-06-30,54143,676,0.5607,0.5607,0.5828,2.219,0.6087,0.6814,0.23556,0.66264,0.01688,0.67838,0.24267,0.01574,0.5472,0.5607,0,PROMOTE,True
canonical,2024-07,over15,1a40d1877c0d,canonical:2024-07,2019-02-15,2024-06-30,54143,676,0.7722,0.7722,0.7766,0.444,0.6461,0.8589,0.16899,0.516,0.02508,0.5333,0.17463,0.0173,0.7604,0.7722,0,PROMOTE,True
canonical,2024-07,over25,1a40d1877c0d,canonical:2024-07,2019-02-15,2024-06-30,54143,676,0.5266,0.5266,0.605,7.84,0.6556,0.6698,0.23164,0.65499,0.0218,0.67765,0.2423,0.02265,0.532,0.5266,0,PROMOTE,True
canonical,2024-07,over35,1a40d1877c0d,canonical:2024-07,2019-02-15,2024-06-30,54143,676,0.2914,0.7086,0.7278,1.923,0.6524,0.4576,0.19242,0.57005,0.02721,0.59234,0.20226,0.02229,0.3065,0.2914,0,PROMOTE,True
canonical,2024-08,btts,bb5944fa8d79,canonical:2024-08,2019-02-15,2024-07-31,54819,1343,0.5034,0.5034,0.5629,5.957,0.6055,0.6162,0.23933,0.67025,0.03649,0.69184,0.24934,0.02159,0.5319,0.5034,0,PROMOTE,True
canonical,2024-08,over15,bb5944fa8d79,canonical:2024-08,2019-02-15,2024-07-31,54819,1343,0.7163,0.7163,0.7178,0.149,0.6081,0.7959,0.1982,0.58361,0.03771,0.59293,0.20161,0.00933,0.7528,0.7163,0,PROMOTE,True
canonical,2024-08,over25,bb5944fa8d79,canonical:2024-08,2019-02-15,2024-07-31,54819,1343,0.4862,0.5138,0.5644,5.063,0.6007,0.5891,0.24159,0.67555,0.03565,0.68752,0.2472,0.01198,0.5175,0.4862,0,PROMOTE,True
canonical,2024-08,over35,bb5944fa8d79,canonical:2024-08,2019-02-15,2024-07-31,54819,1343,0.2844,0.7156,0.72,0.447,0.5835,0.3875,0.1983,0.5846,0.02279,0.59267,0.20164,0.00807,0.2937,0.2844,0,PROMOTE,True
canonical,2024-09,btts,c2dc739dbb56,canonical:2024-09,2019-02-15,2024-08-31,56162,1435,0.5213,0.5213,0.5547,3.345,0.5915,0.6373,0.24053,0.67292,0.03839,0.69127,0.24907,0.01836,0.5419,0.5213,0,PROMOTE,True
canonical,2024-09,over15,c2dc739dbb56,canonical:2024-09,2019-02-15,2024-08-31,56162,1435,0.7484,0.7484,0.7498,0.139,0.6354,0.8376,0.18061,0.54295,0.03383,0.55553,0.18507,0.01258,0.7581,0.7484,0,PROMOTE,True
canonical,2024-09,over25,c2dc739dbb56,canonical:2024-09,2019-02-15,2024-08-31,56162,1435,0.5059,0.5059,0.554,4.808,0.5879,0.5916,0.24447,0.68214,0.02368,0.68826,0.24757,0.00611,0.5259,0.5059,0,PROMOTE,True
canonical,2024-09,over35,c2dc739dbb56,canonical:2024-09,2019-02-15,2024-08-31,56162,1435,0.2857,0.7143,0.7087,-0.557,0.6086,0.373,0.19914,0.58608,0.02146,0.59294,0.20179,0.00686,0.2992,0.2857,0,PROMOTE,True
canonical,2024-10,btts,2c83e9ab40c8,canonical:2024-10,2019-02-15,2024-09-30,57597,1342,0.5156,0.5156,0.5507,3.502,0.6093,0.642,0.2387,0.66915,0.03881,0.69142,0.24914,0.02228,0.531,0.5156,0,PROMOTE,True
canonical,2024-10,over15,2c83e9ab40c8,canonical:2024-10,2019-02-15,2024-09-30,57597,1342,0.731,0.731,0.7355,0.447,0.5836,0.7865,0.19293,0.57348,0.03394,0.57765,0.19491,0.00418,0.7508,0.731,0,PROMOTE,True
canonical,2024-10,over25,2c83e9ab40c8,canonical:2024-10,2019-02-15,2024-09-30,57597,1342,0.4829,0.5171,0.5864,6.93,0.6287,0.6066,0.23771,0.66787,0.03636,0.67959,0.24326,0.01173,0.5088,0.4829,0,PROMOTE,True
canonical,2024-10,over35,2c83e9ab40c8,canonical:2024-10,2019-02-15,2024-09-30,57597,1342,0.2653,0.7347,0.7332,-0.149,0.6418,0.3845,0.18618,0.55624,0.02878,0.57375,0.19295,0.01752,0.2894,0.2653,0,PROMOTE,True
canonical,2024-11,btts,36a7860900c8,canonical:2024-11,2019-02-15,2024-10-31,58939,1233,0.4972,0.5028,0.5369,3.406,0.5888,0.6042,0.24113,0.67376,0.03867,0.69479,0.25081,0.02102,0.5267,0.4972,0,PROMOTE,True
canonical,2024-11,over15,36a7860900c8,canonical:2024-11,2019-02-15,2024-10-31,58939,1233,0.6967,0.6967,0.7032,0.649,0.5989,0.7584,0.20592,0.60281,0.04708,0.61807,0.21263,0.01526,0.7428,0.6967,0,PROMOTE,True
canonical,2024-11,over25,36a7860900c8,canonical:2024-11,2019-02-15,2024-10-31,58939,1233,0.4453,0.5547,0.5661,1.135,0.5978,0.5313,0.24195,0.67652,0.05729,0.68747,0.24717,0.01095,0.4995,0.4453,0,PROMOTE,True
