variant,month,target,dataset_id,retrain_id,train_start,train_end,n_train,n_test,target_prevalence,majority_accuracy,accuracy,accuracy_lift,auc,pr_auc,brier,log_loss,ece,baseline_log_loss,baseline_brier,margin_vs_baseline_ll,mean_predicted,mean_actual,model_age_months,gate_decision,interpretable
frozen,2025-01,over35,ddd5a98d4ee4,frozen:2025-01,2019-02-15,2024-12-31,61212,863,0.2538,0.7462,0.7486,0.232,0.5871,0.34,0.18549,0.55682,0.00807,0.5628,0.18788,0.00598,0.2596,0.2538,29,frozen_never_retrains,True
frozen,2025-02,btts,ddd5a98d4ee4,frozen:2025-02,2019-02-15,2025-01-31,62075,1180,0.5144,0.5144,0.5398,2.542,0.5501,0.5658,0.24875,0.69065,0.03144,0.68887,0.24786,-0.00177,0.5452,0.5144,30,frozen_never_retrains,True
frozen,2025-02,over15,ddd5a98d4ee4,frozen:2025-02,2019-02-15,2025-01-31,62075,1180,0.722,0.722,0.7229,0.085,0.5554,0.765,0.19925,0.58734,0.03121,0.58483,0.19811,-0.0025,0.7179,0.722,30,frozen_never_retrains,True
frozen,2025-02,over25,ddd5a98d4ee4,frozen:2025-02,2019-02-15,2025-01-31,62075,1180,0.4831,0.5169,0.5441,2.712,0.5687,0.5491,0.24642,0.68595,0.0234,0.68579,0.24635,-0.00016,0.464,0.4831,30,frozen_never_retrains,True
frozen,2025-02,over35,ddd5a98d4ee4,frozen:2025-02,2019-02-15,2025-01-31,62075,1180,0.2466,0.7534,0.7559,0.254,0.5956,0.3346,0.18124,0.54672,0.01808,0.5581,0.18591,0.01138,0.2624,0.2466,30,frozen_never_retrains,True
frozen,2025-03,btts,ddd5a98d4ee4,frozen:2025-03,2019-02-15,2025-02-28,63255,1333,0.5184,0.5184,0.5439,2.551,0.5239,0.538,0.25123,0.69585,0.02532,0.69368,0.25026,-0.00218,0.5437,0.5184,31,frozen_never_retrains,True
frozen,2025-03,over15,ddd5a98d4ee4,frozen:2025-03,2019-02-15,2025-02-28,63255,1333,0.7239,0.7239,0.7247,0.075,0.56,0.7647,0.19809,0.5849,0.01516,0.5908,0.20049,0.0059,0.7164,0.7239,31,frozen_never_retrains,True
frozen,2025-03,over25,ddd5a98d4ee4,frozen:2025-03,2019-02-15,2025-02-28,63255,1333,0.4801,0.5199,0.5521,3.226,0.5733,0.5477,0.24557,0.68419,0.0198,0.68981,0.24831,0.00562,0.4608,0.4801,31,frozen_never_retrains,True
frozen,2025-03,over35,ddd5a98d4ee4,frozen:2025-03,2019-02-15,2025-02-28,63255,1333,0.2408,0.7592,0.7607,0.15,0.5796,0.2915,0.1806,0.54555,0.01796,0.55125,0.1827,0.0057,0.2577,0.2408,31,frozen_never_retrains,True
frozen,2025-04,btts,ddd5a98d4ee4,frozen:2025-04,2019-02-15,2025-03-31,64588,1570,0.5369,0.5369,0.5376,0.064,0.5434,0.5735,0.24776,0.68872,0.02783,0.68923,0.24805,0.00051,0.5473,0.5369,32,frozen_never_retrains,True
frozen,2025-04,over15,ddd5a98d4ee4,frozen:2025-04,2019-02-15,2025-03-31,64588,1570,0.7459,0.7459,0.7459,0.0,0.5737,0.7959,0.18798,0.56224,0.02908,0.56397,0.18844,0.00173,0.7169,0.7459,32,frozen_never_retrains,True
frozen,2025-04,over25,ddd5a98d4ee4,frozen:2025-04,2019-02-15,2025-03-31,64588,1570,0.5045,0.5045,0.5242,1.975,0.5543,0.5682,0.24783,0.6887,0.03978,0.69261,0.24973,0.00391,0.4802,0.5045,32,frozen_never_retrains,True
frozen,2025-04,over35,ddd5a98d4ee4,frozen:2025-04,2019-02-15,2025-03-31,64588,1570,0.2917,0.7083,0.7096,0.127,0.5762,0.3688,0.20363,0.59673,0.02639,0.60025,0.20514,0.00352,0.2653,0.2917,32,frozen_never_retrains,True
frozen,2025-05,btts,ddd5a98d4ee4,frozen:2025-05,2019-02-15,2025-04-30,66158,1172,0.5529,0.5529,0.5503,-0.256,0.5262,0.5802,0.24869,0.69075,0.02916,0.68984,0.24836,-0.00091,0.5705,0.5529,33,frozen_never_retrains,True
frozen,2025-05,over15,ddd5a98d4ee4,frozen:2025-05,2019-02-15,2025-04-30,66158,1172,0.7585,0.7585,0.7585,0.0,0.6005,0.8289,0.1792,0.54128,0.01329,0.54664,0.18092,0.00536,0.7452,0.7585,33,frozen_never_retrains,True
frozen,2025-05,over25,ddd5a98d4ee4,frozen:2025-05,2019-02-15,2025-04-30,66158,1172,0.5333,0.5333,0.5418,0.853,0.563,0.5905,0.24667,0.68654,0.02954,0.68825,0.24756,0.00171,0.5082,0.5333,33,frozen_never_retrains,True
frozen,2025-05,over35,ddd5a98d4ee4,frozen:2025-05,2019-02-15,2025-04-30,66158,1172,0.3106,0.6894,0.6911,0.171,0.5632,0.3697,0.21211,0.61513,0.02499,0.6156,0.21239,0.00047,0.2871,0.3106,33,frozen_never_retrains,True
frozen,2025-06,btts,ddd5a98d4ee4,frozen:2025-06,2019-02-15,2025-05-31,67330,295,0.5593,0.5593,0.5458,-1.356,0.5171,0.5846,0.24937,0.69218,0.04216,0.68548,0.24619,-0.0067,0.5817,0.5593,34,frozen_never_retrains,True
frozen,2025-06,over15,ddd5a98d4ee4,frozen:2025-06,2019-02-15,2025-05-31,67330,295,0.7898,0.7898,0.7898,0.0,0.5588,0.8268,0.16675,0.51506,0.03529,0.5147,0.16631,-0.00036,0.7545,0.7898,34,frozen_never_retrains,True
frozen,2025-06,over25,ddd5a98d4ee4,frozen:2025-06,2019-02-15,2025-05-31,67330,295,0.5763,0.5763,0.5525,-2.373,0.561,0.626,0.2464,0.68602,0.06294,0.68536,0.24609,-0.00066,0.5142,0.5763,34,frozen_never_retrains,True
frozen,2025-06,over35,ddd5a98d4ee4,frozen:2025-06,2019-02-15,2025-05-31,67330,295,0.3254,0.6746,0.6746,0.0,0.5481,0.3627,0.2209,0.63439,0.05007,0.62485,0.21687,-0.00953,0.2785,0.3254,34,frozen_never_retrains,True
frozen,2025-07,btts,ddd5a98d4ee4,frozen:2025-07,2019-02-15,2025-06-30,67625,449,0.5501,0.5501,0.5501,0.0,0.5517,0.5881,0.24687,0.68703,0.02743,0.68012,0.24352,-0.00691,0.5678,0.5501,35,frozen_never_retrains,True
frozen,2025-07,over15,ddd5a98d4ee4,frozen:2025-07,2019-02-15,2025-06-30,67625,449,0.7483,0.7483,0.7483,0.0,0.6164,0.8093,0.18222,0.5487,0.025,0.54847,0.18215,-0.00023,0.7378,0.7483,35,frozen_never_retrains,True
frozen,2025-07,over25,ddd5a98d4ee4,frozen:2025-07,2019-02-15,2025-06-30,67625,449,0.539,0.539,0.539,0.0,0.5541,0.5937,0.24895,0.69115,0.04245,0.68363,0.24527,-0.00753,0.4975,0.539,35,frozen_never_retrains,True
frozen,2025-07,over35,ddd5a98d4ee4,frozen:2025-07,2019-02-15,2025-06-30,67625,449,0.343,0.657,0.657,0.0,0.5543,0.3765,0.22767,0.64912,0.0599,0.63784,0.22347,-0.01128,0.2863,0.343,35,frozen_never_retrains,True
frozen,2025-08,btts,ddd5a98d4ee4,frozen:2025-08,2019-02-15,2025-07-30,68074,1350,0.543,0.543,0.5726,2.963,0.5622,0.5824,0.24561,0.68456,0.02405,0.68763,0.24726,0.00307,0.563,0.543,36,frozen_never_retrains,True
frozen,2025-08,over15,ddd5a98d4ee4,frozen:2025-08,2019-02-15,2025-07-30,68074,1350,0.7533,0.7533,0.7526,-0.074,0.5589,0.7939,0.18607,0.55818,0.02873,0.55445,0.18422,-0.00374,0.7293,0.7533,36,frozen_never_retrains,True
frozen,2025-08,over25,ddd5a98d4ee4,frozen:2025-08,2019-02-15,2025-07-30,68074,1350,0.5104,0.5104,0.5822,7.185,0.5997,0.5759,0.24325,0.67956,0.0373,0.68838,0.24762,0.00882,0.4978,0.5104,36,frozen_never_retrains,True
frozen,2025-08,over35,ddd5a98d4ee4,frozen:2025-08,2019-02-15,2025-07-30,68074,1350,0.2867,0.7133,0.7148,0.148,0.5851,0.3625,0.20038,0.58925,0.00845,0.59275,0.20185,0.0035,0.2885,0.2867,36,frozen_never_retrains,True
frozen,2025-09,btts,ddd5a98d4ee4,frozen:2025-09,2019-02-15,2025-08-31,69424,1165,0.5674,0.5674,0.5502,-1.717,0.5135,0.5903,0.24762,0.68843,0.0333,0.68915,0.24801,0.00072,0.5678,0.5674,37,frozen_never_retrains,True
frozen,2025-09,over15,ddd5a98d4ee4,frozen:2025-09,2019-02-15,2025-08-31,69424,1165,0.7588,0.7588,0.7579,-0.086,0.5935,0.8162,0.18055,0.5451,0.0262,0.54747,0.18121,0.00237,0.7326,0.7588,37,frozen_never_retrains,True
frozen,2025-09,over25,ddd5a98d4ee4,frozen:2025-09,2019-02-15,2025-08-31,69424,1165,0.521,0.521,0.5545,3.348,0.5627,0.5883,0.24802,0.68927,0.02606,0.68754,0.24721,-0.00173,0.495,0.521,37,frozen_never_retrains,True
frozen,2025-09,over35,ddd5a98d4ee4,frozen:2025-09,2019-02-15,2025-08-31,69424,1165,0.2987,0.7013,0.7021,0.086,0.5646,0.3524,0.20779,0.60604,0.02094,0.611,0.20986,0.00496,0.281,0.2987,37,frozen_never_retrains,True
frozen,2025-10,btts,ddd5a98d4ee4,frozen:2025-10,2019-02-15,2025-09-30,70589,1154,0.5442,0.5442,0.5494,0.52,0.5697,0.6071,0.24488,0.68277,0.02985,0.68004,0.24347,-0.00274,0.5693,0.5442,38,frozen_never_retrains,True
frozen,2025-10,over15,ddd5a98d4ee4,frozen:2025-10,2019-02-15,2025-09-30,70589,1154,0.7669,0.7669,0.7669,0.0,0.6323,0.8474,0.17336,0.52793,0.03526,0.53137,0.17434,0.00344,0.7335,0.7669,38,frozen_never_retrains,True
frozen,2025-10,over25,ddd5a98d4ee4,frozen:2025-10,2019-02-15,2025-09-30,70589,1154,0.5173,0.5173,0.5806,6.326,0.6042,0.6117,0.24262,0.67825,0.03285,0.67799,0.24248,-0.00026,0.4954,0.5173,38,frozen_never_retrains,True
frozen,2025-10,over35,ddd5a98d4ee4,frozen:2025-10,2019-02-15,2025-09-30,70589,1154,0.2964,0.7036,0.7062,0.26,0.628,0.4041,0.2012,0.58983,0.0313,0.59621,0.20384,0.00637,0.2817,0.2964,38,frozen_never_retrains,True
frozen,2025-11,btts,ddd5a98d4ee4,frozen:2025-11,2019-02-15,2025-10-31,71743,1169,0.5201,0.5201,0.5013,-1.882,0.5179,0.5435,0.25377,0.70098,0.07288,0.69412,0.25047,-0.00685,0.5661,0.5201,39,frozen_never_retrains,True
frozen,2025-11,over15,ddd5a98d4ee4,frozen:2025-11,2019-02-15,2025-10-31,71743,1169,0.7451,0.7451,0.7451,0.0,0.563,0.7879,0.18861,0.5639,0.02,0.56678,0.18953,0.00288,0.7323,0.7451,39,frozen_never_retrains,True
frozen,2025-11,over25,ddd5a98d4ee4,frozen:2025-11,2019-02-15,2025-10-31,71743,1169,0.5269,0.5269,0.5389,1.198,0.5666,0.5928,0.24672,0.68648,0.03387,0.69125,0.24907,0.00478,0.4936,0.5269,39,frozen_never_retrains,True
frozen,2025-11,over35,ddd5a98d4ee4,frozen:2025-11,2019-02-15,2025-10-31,71743,1169,0.2849,0.7151,0.7151,0.0,0.5429,0.3341,0.20258,0.59486,0.0346,0.59604,0.20308,0.00118,0.2822,0.2849,39,frozen_never_retrains,True
frozen,2025-12,btts,ddd5a98d4ee4,frozen:2025-12,2019-02-15,2025-11-30,72912,839,0.5352,0.5352,0.5435,0.834,0.5422,0.574,0.24886,0.69104,0.02923,0.68784,0.24736,-0.00319,0.5591,0.5352,40,frozen_never_retrains,True
frozen,2025-12,over15,ddd5a98d4ee4,frozen:2025-12,2019-02-15,2025-11-30,72912,839,0.7497,0.7497,0.7509,0.119,0.596,0.8105,0.18297,0.55074,0.03664,0.5598,0.18661,0.00906,0.7277,0.7497,40,frozen_never_retrains,True
frozen,2025-12,over25,ddd5a98d4ee4,frozen:2025-12,2019-02-15,2025-11-30,72912,839,0.4958,0.5042,0.5292,2.503,0.5487,0.5501,0.24796,0.68897,0.02953,0.68886,0.24787,-0.00011,0.4895,0.4958,40,frozen_never_retrains,True
frozen,2025-12,over35,ddd5a98d4ee4,frozen:2025-12,2019-02-15,2025-11-30,72912,839,0.2718,0.7282,0.7259,-0.238,0.545,0.3039,0.19797,0.58506,0.01399,0.5813,0.19643,-0.00376,0.279,0.2718,40,frozen_never_retrains,True
frozen,2026-01,btts,ddd5a98d4ee4,frozen:2026-01,2019-02-15,2025-12-31,73751,940,0.5106,0.5106,0.5266,1.596,0.528,0.5305,0.25135,0.69609,0.04169,0.68815,0.24751,-0.00795,0.5519,0.5106,41,frozen_never_retrains,True
frozen,2026-01,over15,ddd5a98d4ee4,frozen:2026-01,2019-02-15,2025-12-31,73751,940,0.7383,0.7383,0.7383,0.0,0.5717,0.7878,0.19122,0.56943,0.03235,0.56623,0.18987,-0.0032,0.7122,0.7383,41,frozen_never_retrains,True
frozen,2026-01,over25,ddd5a98d4ee4,frozen:2026-01,2019-02-15,2025-12-31,73751,940,0.5106,0.5106,0.5468,3.617,0.5688,0.5748,0.24842,0.68998,0.04963,0.691,0.24894,0.00101,0.4616,0.5106,41,frozen_never_retrains,True
frozen,2026-01,over35,ddd5a98d4ee4,frozen:2026-01,2019-02-15,2025-12-31,73751,940,0.266,0.734,0.7351,0.106,0.5868,0.3445,0.19123,0.569,0.0341,0.56686,0.19049,-0.00214,0.2601,0.266,41,frozen_never_retrains,True
frozen,2026-02,btts,ddd5a98d4ee4,frozen:2026-02,2019-02-15,2026-01-31,74691,1248,0.5593,0.5593,0.5497,-0.962,0.5366,0.5972,0.246,0.68504,0.0313,0.68525,0.24607,0.00021,0.5493,0.5593,42,frozen_never_retrains,True
frozen,2026-02,over15,ddd5a98d4ee4,frozen:2026-02,2019-02-15,2026-01-31,74691,1248,0.7492,0.7492,0.7492,0.0,0.5678,0.7944,0.18695,0.5603,0.03751,0.55682,0.18547,-0.00347,0.7141,0.7492,42,frozen_never_retrains,True
frozen,2026-02,over25,ddd5a98d4ee4,frozen:2026-02,2019-02-15,2026-01-31,74691,1248,0.5088,0.5088,0.5441,3.526,0.586,0.591,0.24627,0.68561,0.04668,0.68495,0.24596,-0.00066,0.4621,0.5088,42,frozen_never_retrains,True
frozen,2026-02,over35,ddd5a98d4ee4,frozen:2026-02,2019-02-15,2026-01-31,74691,1248,0.2748,0.7252,0.7236,-0.16,0.5975,0.3514,0.19529,0.57764,0.01584,0.58103,0.19662,0.00339,0.2608,0.2748,42,frozen_never_retrains,True
frozen,2026-03,btts,ddd5a98d4ee4,frozen:2026-03,2019-02-15,2026-02-28,75939,1322,0.5257,0.5257,0.5242,-0.151,0.5216,0.5533,0.25176,0.69685,0.04279,0.68818,0.24752,-0.00867,0.5538,0.5257,43,frozen_never_retrains,True
frozen,2026-03,over15,ddd5a98d4ee4,frozen:2026-03,2019-02-15,2026-02-28,75939,1322,0.7496,0.7496,0.7489,-0.076,0.5711,0.7959,0.1871,0.56035,0.03067,0.56198,0.18761,0.00163,0.7189,0.7496,43,frozen_never_retrains,True
frozen,2026-03,over25,ddd5a98d4ee4,frozen:2026-03,2019-02-15,2026-02-28,75939,1322,0.5144,0.5144,0.5348,2.042,0.5796,0.5767,0.24722,0.68758,0.04409,0.68515,0.24604,-0.00243,0.4703,0.5144,43,frozen_never_retrains,True
frozen,2026-03,over35,ddd5a98d4ee4,frozen:2026-03,2019-02-15,2026-02-28,75939,1322,0.2844,0.7156,0.7148,-0.076,0.559,0.3243,0.2027,0.59513,0.02326,0.58985,0.20063,-0.00528,0.2672,0.2844,43,frozen_never_retrains,True
frozen,2026-04,btts,ddd5a98d4ee4,frozen:2026-04,2019-02-15,2026-03-31,77261,1653,0.5517,0.5517,0.5535,0.181,0.5312,0.569,0.24813,0.68969,0.02076,0.68989,0.24838,0.0002,0.56,0.5517,44,frozen_never_retrains,True
frozen,2026-04,over15,ddd5a98d4ee4,frozen:2026-04,2019-02-15,2026-03-31,77261,1653,0.7707,0.7707,0.7713,0.06,0.572,0.8147,0.17669,0.53741,0.04153,0.53679,0.17613,-0.00063,0.7298,0.7707,44,frozen_never_retrains,True
frozen,2026-04,over25,ddd5a98d4ee4,frozen:2026-04,2019-02-15,2026-03-31,77261,1653,0.5191,0.5191,0.5372,1.815,0.5713,0.5786,0.24561,0.68418,0.03343,0.69322,0.25002,0.00904,0.4965,0.5191,44,frozen_never_retrains,True
frozen,2026-04,over35,ddd5a98d4ee4,frozen:2026-04,2019-02-15,2026-03-31,77261,1653,0.2922,0.7078,0.7084,0.06,0.5482,0.343,0.20606,0.60292,0.022,0.60963,0.20892,0.00671,0.2794,0.2922,44,frozen_never_retrains,True
frozen,2026-05,btts,ddd5a98d4ee4,frozen:2026-05,2019-02-15,2026-04-30,78914,1224,0.5931,0.5931,0.5899,-0.327,0.5336,0.6332,0.24091,0.67471,0.02516,0.68674,0.24682,0.01203,0.5873,0.5931,45,frozen_never_retrains,True
frozen,2026-05,over15,ddd5a98d4ee4,frozen:2026-05,2019-02-15,2026-04-30,78914,1224,0.7933,0.7933,0.7933,0.0,0.5943,0.8534,0.16296,0.50502,0.03748,0.50869,0.16387,0.00367,0.7558,0.7933,45,frozen_never_retrains,True
frozen,2026-05,over25,ddd5a98d4ee4,frozen:2026-05,2019-02-15,2026-04-30,78914,1224,0.5523,0.5523,0.5776,2.533,0.5933,0.634,0.24158,0.67606,0.03285,0.68662,0.24676,0.01056,0.5199,0.5523,45,frozen_never_retrains,True
frozen,2026-05,over35,ddd5a98d4ee4,frozen:2026-05,2019-02-15,2026-04-30,78914,1224,0.3284,0.6716,0.6765,0.49,0.6039,0.421,0.21548,0.6214,0.03567,0.63297,0.2205,0.01158,0.2967,0.3284,45,frozen_never_retrains,True
frozen,2026-06,btts,ddd5a98d4ee4,frozen:2026-06,2019-02-15,2026-05-31,80138,92,0.5652,0.5652,0.5761,1.087,0.5346,0.6032,0.24608,0.68569,0.06387,0.6792,0.24305,-0.00648,0.6112,0.5652,46,frozen_never_retrains,True
frozen,2026-06,over15,ddd5a98d4ee4,frozen:2026-06,2019-02-15,2026-05-31,80138,92,0.8152,0.8152,0.8152,0.0,0.5922,0.85,0.15196,0.48324,0.0516,0.49714,0.15757,0.0139,0.7648,0.8152,46,frozen_never_retrains,True
frozen,2026-06,over25,ddd5a98d4ee4,frozen:2026-06,2019-02-15,2026-05-31,80138,92,0.5761,0.5761,0.5435,-3.261,0.4857,0.5553,0.25426,0.70275,0.09206,0.67434,0.24064,-0.02841,0.5401,0.5761,46,frozen_never_retrains,True
frozen,2026-06,over35,ddd5a98d4ee4,frozen:2026-06,2019-02-15,2026-05-31,80138,92,0.4022,0.5978,0.5978,0.0,0.6,0.4723,0.24677,0.68854,0.11964,0.68393,0.24515,-0.00461,0.2985,0.4022,46,frozen_never_retrains,True
frozen,2026-07,btts,ddd5a98d4ee4,frozen:2026-07,2019-02-15,2026-06-28,80230,441,0.5488,0.5488,0.5533,0.454,0.5735,0.5967,0.24505,0.68348,0.04135,0.68657,0.24671,0.00309,0.5778,0.5488,47,frozen_never_retrains,True
frozen,2026-07,over15,ddd5a98d4ee4,frozen:2026-07,2019-02-15,2026-06-28,80230,441,0.7619,0.7619,0.7619,0.0,0.5918,0.8069,0.17879,0.54175,0.01182,0.54283,0.17895,0.00108,0.7501,0.7619,47,frozen_never_retrains,True
frozen,2026-07,over25,ddd5a98d4ee4,frozen:2026-07,2019-02-15,2026-06-28,80230,441,0.5351,0.5351,0.5488,1.361,0.5571,0.581,0.24842,0.69009,0.04987,0.68252,0.24469,-0.00757,0.5142,0.5351,47,frozen_never_retrains,True
frozen,2026-07,over35,ddd5a98d4ee4,frozen:2026-07,2019-02-15,2026-06-28,80230,441,0.2744,0.7256,0.7302,0.454,0.5916,0.3797,0.19469,0.57728,0.03202,0.57565,0.19457,-0.00163,0.3041,0.2744,47,frozen_never_retrains,True
frozen,2026-08,btts,ddd5a98d4ee4,frozen:2026-08,2019-02-15,2026-07-31,80671,1409,0.5678,0.5678,0.5671,-0.071,0.5606,0.6245,0.24279,0.67854,0.01899,0.67922,0.24308,0.00067,0.5692,0.5678,48,frozen_never_retrains,True
frozen,2026-08,over15,ddd5a98d4ee4,frozen:2026-08,2019-02-15,2026-07-31,80671,1409,0.7644,0.7644,0.7637,-0.071,0.6091,0.8318,0.17623,0.53489,0.02924,0.53726,0.1767,0.00237,0.7362,0.7644,48,frozen_never_retrains,True
frozen,2026-08,over25,ddd5a98d4ee4,frozen:2026-08,2019-02-15,2026-07-31,80671,1409,0.5493,0.5493,0.56,1.065,0.6012,0.6307,0.24125,0.6753,0.05774,0.68328,0.2451,0.00798,0.5006,0.5493,48,frozen_never_retrains,True
frozen,2026-08,over35,ddd5a98d4ee4,frozen:2026-08,2019-02-15,2026-07-31,80671,1409,0.3215,0.6785,0.6799,0.142,0.6206,0.4319,0.21128,0.61182,0.04588,0.62222,0.21572,0.0104,0.2875,0.3215,48,frozen_never_retrains,True
frozen,2026-09,btts,ddd5a98d4ee4,frozen:2026-09,2019-02-15,2026-08-31,82080,1049,0.5615,0.5615,0.5348,-2.669,0.4933,0.5619,0.25141,0.6964,0.04784,0.69189,0.24938,-0.00451,0.5732,0.5615,49,frozen_never_retrains,True
frozen,2026-09,over15,ddd5a98d4ee4,frozen:2026-09,2019-02-15,2026-08-31,82080,1049,0.7769,0.7769,0.7779,0.095,0.5875,0.8252,0.1723,0.52675,0.03154,0.53367,0.17469,0.00693,0.7463,0.7769,49,frozen_never_retrains,True
frozen,2026-09,over25,ddd5a98d4ee4,frozen:2026-09,2019-02-15,2026-08-31,82080,1049,0.5462,0.5462,0.5434,-0.286,0.5726,0.6125,0.24535,0.68385,0.0372,0.68942,0.24814,0.00558,0.5141,0.5462,49,frozen_never_retrains,True
frozen,2026-09,over35,ddd5a98d4ee4,frozen:2026-09,2019-02-15,2026-08-31,82080,1049,0.3232,0.6768,0.6749,-0.191,0.5656,0.3799,0.21702,0.62536,0.03289,0.63274,0.21982,0.00738,0.2951,0.3232,49,frozen_never_retrains,True
rolling_3y,2022-08,btts,ee2f4c3321f2,rolling_3y:2022-08,2019-08-02,2022-07-31,26986,1462,0.5205,0.5205,0.5233,0.274,0.5168,0.5426,0.25032,0.69382,0.02385,0.68691,0.24689,-0.00691,0.5284,0.5205,0,PROMOTE,True
rolling_3y,2022-08,over15,ee2f4c3321f2,rolling_3y:2022-08,2019-08-02,2022-07-31,26986,1462,0.7387,0.7387,0.7387,0.0,0.5803,0.7959,0.19028,0.56671,0.0181,0.56484,0.18929,-0.00187,0.7389,0.7387,0,PROMOTE,True
rolling_3y,2022-08,over25,ee2f4c3321f2,rolling_3y:2022-08,2019-08-02,2022-07-31,26986,1462,0.5287,0.5287,0.5834,5.472,0.6007,0.6289,0.24227,0.67735,0.02836,0.68226,0.24458,0.00491,0.5004,0.5287,0,PROMOTE,True
rolling_3y,2022-08,over35,ee2f4c3321f2,rolling_3y:2022-08,2019-08-02,2022-07-31,26986,1462,0.303,0.697,0.7038,0.684,0.6083,0.4148,0.20487,0.5991,0.02567,0.60438,0.20748,0.00528,0.2773,0.303,0,PROMOTE,True
rolling_3y,2022-09,btts,47fd3de25e5d,rolling_3y:2022-09,2019-09-01,2022-08-31,27970,1210,0.5124,0.5124,0.5289,1.653,0.5444,0.564,0.24853,0.69016,0.01735,0.6914,0.24912,0.00124,0.5216,0.5124,0,PROMOTE,True
rolling_3y,2022-09,over15,47fd3de25e5d,rolling_3y:2022-09,2019-09-01,2022-08-31,27970,1210,0.7364,0.7364,0.7364,0.0,0.606,0.8114,0.18875,0.56242,0.02529,0.56982,0.19146,0.0074,0.7368,0.7364,0,PROMOTE,True
rolling_3y,2022-09,over25,47fd3de25e5d,rolling_3y:2022-09,2019-09-01,2022-08-31,27970,1210,0.4992,0.5008,0.5785,7.769,0.5953,0.6012,0.24248,0.67776,0.02073,0.68268,0.2448,0.00492,0.5056,0.4992,0,PROMOTE,True
rolling_3y,2022-09,over35,47fd3de25e5d,rolling_3y:2022-09,2019-09-01,2022-08-31,27970,1210,0.2653,0.7347,0.7298,-0.496,0.6179,0.3557,0.18959,0.56432,0.02775,0.56459,0.1895,0.00027,0.2866,0.2653,0,PROMOTE,True
rolling_3y,2022-10,btts,0dedabc37014,rolling_3y:2022-10,2019-10-01,2022-09-30,28685,1707,0.5442,0.5442,0.553,0.879,0.5616,0.6138,0.24464,0.68214,0.0185,0.68894,0.2479,0.0068,0.5261,0.5442,0,PROMOTE,True
rolling_3y,2022-10,over15,0dedabc37014,rolling_3y:2022-10,2019-10-01,2022-09-30,28685,1707,0.751,0.751,0.7504,-0.059,0.5779,0.7972,0.18422,0.55401,0.02405,0.55593,0.185,0.00193,0.7367,0.751,0,PROMOTE,True
rolling_3y,2022-10,over25,0dedabc37014,rolling_3y:2022-10,2019-10-01,2022-09-30,28685,1707,0.5284,0.5284,0.5583,2.988,0.5884,0.6004,0.24404,0.68106,0.03699,0.6846,0.24576,0.00354,0.5027,0.5284,0,PROMOTE,True
rolling_3y,2022-10,over35,0dedabc37014,rolling_3y:2022-10,2019-10-01,2022-09-30,28685,1707,0.2818,0.7182,0.7206,0.234,0.6061,0.3792,0.19614,0.57947,0.00838,0.58534,0.19864,0.00588,0.274,0.2818,0,PROMOTE,True
rolling_3y,2022-11,btts,97403fd73195,rolling_3y:2022-11,2019-11-01,2022-10-31,29807,726,0.5413,0.5413,0.5468,0.551,0.5491,0.5795,0.24664,0.68638,0.02974,0.68349,0.2452,-0.0029,0.5245,0.5413,0,PROMOTE,True
rolling_3y,2022-11,over15,97403fd73195,rolling_3y:2022-11,2019-11-01,2022-10-31,29807,726,0.7562,0.7562,0.7562,0.0,0.6187,0.8237,0.179,0.54107,0.02026,0.54973,0.18207,0.00866,0.7461,0.7562,0,PROMOTE,True
rolling_3y,2022-11,over25,97403fd73195,rolling_3y:2022-11,2019-11-01,2022-10-31,29807,726,0.5083,0.5083,0.5909,8.264,0.6142,0.61,0.24026,0.67329,0.03041,0.68131,0.24412,0.00801,0.5115,0.5083,0,PROMOTE,True
rolling_3y,2022-11,over35,97403fd73195,rolling_3y:2022-11,2019-11-01,2022-10-31,29807,726,0.3154,0.6846,0.6818,-0.275,0.5881,0.3748,0.21363,0.61755,0.04057,0.61672,0.21322,-0.00083,0.2865,0.3154,0,PROMOTE,True
rolling_3y,2022-12,btts,283e9632bae9,rolling_3y:2022-12,2019-12-01,2022-11-30,29979,558,0.4552,0.5448,0.491,-5.376,0.4893,0.4577,0.25633,0.70608,0.06924,0.69374,0.2503,-0.01235,0.5119,0.4552,0,PROMOTE,True
rolling_3y,2022-12,over15,283e9632bae9,rolling_3y:2022-12,2019-12-01,2022-11-30,29979,558,0.7419,0.7419,0.7419,0.0,0.6109,0.8179,0.18694,0.55843,0.02857,0.56506,0.18901,0.00663,0.7284,0.7419,0,PROMOTE,True
rolling_3y,2022-12,over25,283e9632bae9,rolling_3y:2022-12,2019-12-01,2022-11-30,29979,558,0.4821,0.5179,0.552,3.405,0.5861,0.5575,0.24438,0.68182,0.01348,0.68428,0.24559,0.00246,0.49,0.4821,0,PROMOTE,True
rolling_3y,2022-12,over35,283e9632bae9,rolling_3y:2022-12,2019-12-01,2022-11-30,29979,558,0.2276,0.7724,0.7688,-0.358,0.6535,0.3425,0.16961,0.51982,0.05535,0.53054,0.17376,0.01072,0.2618,0.2276,0,PROMOTE,True
rolling_3y,2023-01,btts,283e9632bae9,rolling_3y:2023-01,2020-01-04,2022-12-31,30071,717,0.4993,0.5007,0.5384,3.766,0.548,0.563,0.24909,0.69139,0.02573,0.68687,0.24687,-0.00452,0.5062,0.4993,1,REJECT,True
