policy,target,month,n_test,live_log_loss,live_brier,challenger_log_loss,adopted
must_improve_tol002,over25,2026-04,1653,0.67758,0.24254,0.67758,True
v9_rule_6m_window,over25,2026-04,1653,0.67758,0.24254,0.67758,True
two_window_tol005,over25,2026-04,1653,0.6791,0.24308,0.67758,False
always_promote,over25,2026-05,1224,0.66327,0.23558,0.66327,True
never_promote,over25,2026-05,1224,0.67606,0.24158,0.66327,False
v9_current_tol005,over25,2026-05,1224,0.66327,0.23558,0.66327,True
not_worse_tol000,over25,2026-05,1224,0.66327,0.23558,0.66327,True
must_improve_tol000,over25,2026-05,1224,0.66327,0.23558,0.66327,True
must_improve_tol002,over25,2026-05,1224,0.66327,0.23558,0.66327,True
v9_rule_6m_window,over25,2026-05,1224,0.66327,0.23558,0.66327,True
two_window_tol005,over25,2026-05,1224,0.66752,0.23766,0.66327,False
always_promote,over25,2026-06,92,0.67579,0.24128,0.67579,True
never_promote,over25,2026-06,92,0.70275,0.25426,0.67579,False
v9_current_tol005,over25,2026-06,92,0.67579,0.24128,0.67579,True
not_worse_tol000,over25,2026-06,92,0.67579,0.24128,0.67579,True
must_improve_tol000,over25,2026-06,92,0.67579,0.24128,0.67579,True
must_improve_tol002,over25,2026-06,92,0.67579,0.24128,0.67579,True
v9_rule_6m_window,over25,2026-06,92,0.67579,0.24128,0.67579,True
two_window_tol005,over25,2026-06,92,0.68966,0.24773,0.67579,False
always_promote,over25,2026-07,441,0.67332,0.24073,0.67332,True
never_promote,over25,2026-07,441,0.69009,0.24842,0.67332,False
v9_current_tol005,over25,2026-07,441,0.67332,0.24073,0.67332,True
not_worse_tol000,over25,2026-07,441,0.67332,0.24073,0.67332,True
must_improve_tol000,over25,2026-07,441,0.67332,0.24073,0.67332,True
must_improve_tol002,over25,2026-07,441,0.67578,0.24197,0.67332,False
v9_rule_6m_window,over25,2026-07,441,0.67332,0.24073,0.67332,True
two_window_tol005,over25,2026-07,441,0.67668,0.24226,0.67332,False
always_promote,over25,2026-08,1409,0.65524,0.23173,0.65524,True
never_promote,over25,2026-08,1409,0.6753,0.24125,0.65524,False
v9_current_tol005,over25,2026-08,1409,0.65524,0.23173,0.65524,True
not_worse_tol000,over25,2026-08,1409,0.65524,0.23173,0.65524,True
must_improve_tol000,over25,2026-08,1409,0.65524,0.23173,0.65524,True
must_improve_tol002,over25,2026-08,1409,0.65524,0.23173,0.65524,True
v9_rule_6m_window,over25,2026-08,1409,0.65524,0.23173,0.65524,True
two_window_tol005,over25,2026-08,1409,0.65524,0.23173,0.65524,True
always_promote,over25,2026-09,1049,0.67854,0.24298,0.67854,True
never_promote,over25,2026-09,1049,0.68385,0.24535,0.67854,False
v9_current_tol005,over25,2026-09,1049,0.67854,0.24298,0.67854,True
not_worse_tol000,over25,2026-09,1049,0.67854,0.24298,0.67854,True
must_improve_tol000,over25,2026-09,1049,0.67854,0.24298,0.67854,True
must_improve_tol002,over25,2026-09,1049,0.67854,0.24298,0.67854,True
v9_rule_6m_window,over25,2026-09,1049,0.67854,0.24298,0.67854,True
two_window_tol005,over25,2026-09,1049,0.67854,0.24298,0.67854,True
always_promote,over35,2022-08,1462,0.59894,0.20487,0.59894,True
never_promote,over35,2022-08,1462,0.59894,0.20487,0.59894,True
v9_current_tol005,over35,2022-08,1462,0.59894,0.20487,0.59894,True
not_worse_tol000,over35,2022-08,1462,0.59894,0.20487,0.59894,True
must_improve_tol000,over35,2022-08,1462,0.59894,0.20487,0.59894,True
must_improve_tol002,over35,2022-08,1462,0.59894,0.20487,0.59894,True
v9_rule_6m_window,over35,2022-08,1462,0.59894,0.20487,0.59894,True
two_window_tol005,over35,2022-08,1462,0.59894,0.20487,0.59894,True
always_promote,over35,2022-09,1210,0.56246,0.18858,0.56246,True
never_promote,over35,2022-09,1210,0.56256,0.18871,0.56246,False
v9_current_tol005,over35,2022-09,1210,0.56246,0.18858,0.56246,True
not_worse_tol000,over35,2022-09,1210,0.56246,0.18858,0.56246,True
must_improve_tol000,over35,2022-09,1210,0.56246,0.18858,0.56246,True
must_improve_tol002,over35,2022-09,1210,0.56246,0.18858,0.56246,True
v9_rule_6m_window,over35,2022-09,1210,0.56246,0.18858,0.56246,True
two_window_tol005,over35,2022-09,1210,0.56256,0.18871,0.56246,False
always_promote,over35,2022-10,1707,0.58163,0.19694,0.58163,True
never_promote,over35,2022-10,1707,0.58328,0.19771,0.58163,False
v9_current_tol005,over35,2022-10,1707,0.58163,0.19694,0.58163,True
not_worse_tol000,over35,2022-10,1707,0.58163,0.19694,0.58163,True
must_improve_tol000,over35,2022-10,1707,0.58163,0.19694,0.58163,True
must_improve_tol002,over35,2022-10,1707,0.58163,0.19694,0.58163,True
v9_rule_6m_window,over35,2022-10,1707,0.58163,0.19694,0.58163,True
two_window_tol005,over35,2022-10,1707,0.58163,0.19694,0.58163,True
always_promote,over35,2022-11,726,0.6125,0.2114,0.6125,True
never_promote,over35,2022-11,726,0.61276,0.21172,0.6125,False
v9_current_tol005,over35,2022-11,726,0.6125,0.2114,0.6125,True
not_worse_tol000,over35,2022-11,726,0.6125,0.2114,0.6125,True
must_improve_tol000,over35,2022-11,726,0.6125,0.2114,0.6125,True
must_improve_tol002,over35,2022-11,726,0.6125,0.2114,0.6125,True
v9_rule_6m_window,over35,2022-11,726,0.6125,0.2114,0.6125,True
two_window_tol005,over35,2022-11,726,0.61432,0.21201,0.6125,False
always_promote,over35,2022-12,558,0.5238,0.17128,0.5238,True
never_promote,over35,2022-12,558,0.52839,0.17292,0.5238,False
v9_current_tol005,over35,2022-12,558,0.5238,0.17128,0.5238,True
not_worse_tol000,over35,2022-12,558,0.5238,0.17128,0.5238,True
must_improve_tol000,over35,2022-12,558,0.5238,0.17128,0.5238,True
must_improve_tol002,over35,2022-12,558,0.5261,0.17225,0.5238,False
v9_rule_6m_window,over35,2022-12,558,0.5238,0.17128,0.5238,True
two_window_tol005,over35,2022-12,558,0.53021,0.17381,0.5238,False
always_promote,over35,2023-01,717,0.56728,0.19038,0.56728,True
never_promote,over35,2023-01,717,0.5681,0.19064,0.56728,False
v9_current_tol005,over35,2023-01,717,0.56728,0.19038,0.56728,True
not_worse_tol000,over35,2023-01,717,0.56728,0.19038,0.56728,True
must_improve_tol000,over35,2023-01,717,0.56728,0.19038,0.56728,True
must_improve_tol002,over35,2023-01,717,0.56728,0.19038,0.56728,True
v9_rule_6m_window,over35,2023-01,717,0.56728,0.19038,0.56728,True
two_window_tol005,over35,2023-01,717,0.56981,0.19128,0.56728,False
always_promote,over35,2023-02,1014,0.52761,0.17258,0.52761,True
never_promote,over35,2023-02,1014,0.52991,0.17336,0.52761,False
v9_current_tol005,over35,2023-02,1014,0.52761,0.17258,0.52761,True
not_worse_tol000,over35,2023-02,1014,0.52761,0.17258,0.52761,True
must_improve_tol000,over35,2023-02,1014,0.52761,0.17258,0.52761,True
must_improve_tol002,over35,2023-02,1014,0.52761,0.17258,0.52761,True
v9_rule_6m_window,over35,2023-02,1014,0.52761,0.17258,0.52761,True
two_window_tol005,over35,2023-02,1014,0.52761,0.17258,0.52761,True
always_promote,over35,2023-03,984,0.56141,0.18729,0.56141,True
never_promote,over35,2023-03,984,0.564,0.18851,0.56141,False
v9_current_tol005,over35,2023-03,984,0.56141,0.18729,0.56141,True
not_worse_tol000,over35,2023-03,984,0.56141,0.18729,0.56141,True
must_improve_tol000,over35,2023-03,984,0.56141,0.18729,0.56141,True
must_improve_tol002,over35,2023-03,984,0.56141,0.18729,0.56141,True
v9_rule_6m_window,over35,2023-03,984,0.56141,0.18729,0.56141,True
two_window_tol005,over35,2023-03,984,0.56141,0.18729,0.56141,True
always_promote,over35,2023-04,1671,0.5739,0.19318,0.5739,True
never_promote,over35,2023-04,1671,0.57528,0.19371,0.5739,False
v9_current_tol005,over35,2023-04,1671,0.57627,0.19407,0.5739,False
not_worse_tol000,over35,2023-04,1671,0.57627,0.19407,0.5739,False
must_improve_tol000,over35,2023-04,1671,0.57627,0.19407,0.5739,False
must_improve_tol002,over35,2023-04,1671,0.57627,0.19407,0.5739,False
v9_rule_6m_window,over35,2023-04,1671,0.57627,0.19407,0.5739,False
two_window_tol005,over35,2023-04,1671,0.57627,0.19407,0.5739,False
always_promote,over35,2023-05,1234,0.59511,0.20344,0.59511,True
never_promote,over35,2023-05,1234,0.59615,0.20398,0.59511,False
v9_current_tol005,over35,2023-05,1234,0.59511,0.20344,0.59511,True
not_worse_tol000,over35,2023-05,1234,0.59511,0.20344,0.59511,True
must_improve_tol000,over35,2023-05,1234,0.59511,0.20344,0.59511,True
must_improve_tol002,over35,2023-05,1234,0.59511,0.20344,0.59511,True
v9_rule_6m_window,over35,2023-05,1234,0.59511,0.20344,0.59511,True
two_window_tol005,over35,2023-05,1234,0.59051,0.20159,0.59511,False
always_promote,over35,2023-06,539,0.57147,0.19314,0.57147,True
never_promote,over35,2023-06,539,0.58984,0.20106,0.57147,False
v9_current_tol005,over35,2023-06,539,0.57147,0.19314,0.57147,True
not_worse_tol000,over35,2023-06,539,0.57147,0.19314,0.57147,True
must_improve_tol000,over35,2023-06,539,0.57147,0.19314,0.57147,True
must_improve_tol002,over35,2023-06,539,0.57147,0.19314,0.57147,True
v9_rule_6m_window,over35,2023-06,539,0.57147,0.19314,0.57147,True
two_window_tol005,over35,2023-06,539,0.56637,0.1915,0.57147,False
always_promote,over35,2023-07,755,0.56725,0.19129,0.56725,True
never_promote,over35,2023-07,755,0.56861,0.19168,0.56725,False
v9_current_tol005,over35,2023-07,755,0.56725,0.19129,0.56725,True
not_worse_tol000,over35,2023-07,755,0.56725,0.19129,0.56725,True
must_improve_tol000,over35,2023-07,755,0.56725,0.19129,0.56725,True
must_improve_tol002,over35,2023-07,755,0.56725,0.19129,0.56725,True
v9_rule_6m_window,over35,2023-07,755,0.56725,0.19129,0.56725,True
two_window_tol005,over35,2023-07,755,0.56725,0.19129,0.56725,True
always_promote,over35,2023-08,1311,0.58028,0.19643,0.58028,True
never_promote,over35,2023-08,1311,0.58032,0.19628,0.58028,False
v9_current_tol005,over35,2023-08,1311,0.5856,0.19844,0.58028,False
not_worse_tol000,over35,2023-08,1311,0.5856,0.19844,0.58028,False
must_improve_tol000,over35,2023-08,1311,0.5856,0.19844,0.58028,False
must_improve_tol002,over35,2023-08,1311,0.5856,0.19844,0.58028,False
v9_rule_6m_window,over35,2023-08,1311,0.5856,0.19844,0.58028,False
two_window_tol005,over35,2023-08,1311,0.5856,0.19844,0.58028,False
always_promote,over35,2023-09,1510,0.60664,0.20855,0.60664,True
never_promote,over35,2023-09,1510,0.60887,0.2094,0.60664,False
v9_current_tol005,over35,2023-09,1510,0.60664,0.20855,0.60664,True
not_worse_tol000,over35,2023-09,1510,0.60664,0.20855,0.60664,True
must_improve_tol000,over35,2023-09,1510,0.60664,0.20855,0.60664,True
must_improve_tol002,over35,2023-09,1510,0.60664,0.20855,0.60664,True
v9_rule_6m_window,over35,2023-09,1510,0.60664,0.20855,0.60664,True
two_window_tol005,over35,2023-09,1510,0.60893,0.20957,0.60664,False
always_promote,over35,2023-10,1430,0.59439,0.20329,0.59439,True
never_promote,over35,2023-10,1430,0.60481,0.20766,0.59439,False
v9_current_tol005,over35,2023-10,1430,0.59439,0.20329,0.59439,True
not_worse_tol000,over35,2023-10,1430,0.59439,0.20329,0.59439,True
must_improve_tol000,over35,2023-10,1430,0.59439,0.20329,0.59439,True
must_improve_tol002,over35,2023-10,1430,0.59439,0.20329,0.59439,True
v9_rule_6m_window,over35,2023-10,1430,0.5965,0.20388,0.59439,False
two_window_tol005,over35,2023-10,1430,0.59663,0.20401,0.59439,False
always_promote,over35,2023-11,1097,0.59941,0.20586,0.59941,True
never_promote,over35,2023-11,1097,0.60552,0.20815,0.59941,False
v9_current_tol005,over35,2023-11,1097,0.59941,0.20586,0.59941,True
not_worse_tol000,over35,2023-11,1097,0.59941,0.20586,0.59941,True
must_improve_tol000,over35,2023-11,1097,0.59941,0.20586,0.59941,True
must_improve_tol002,over35,2023-11,1097,0.59941,0.20586,0.59941,True
v9_rule_6m_window,over35,2023-11,1097,0.59941,0.20586,0.59941,True
two_window_tol005,over35,2023-11,1097,0.59941,0.20586,0.59941,True
always_promote,over35,2023-12,1018,0.5831,0.19787,0.5831,True
never_promote,over35,2023-12,1018,0.58551,0.19877,0.5831,False
v9_current_tol005,over35,2023-12,1018,0.5831,0.19787,0.5831,True
not_worse_tol000,over35,2023-12,1018,0.5831,0.19787,0.5831,True
must_improve_tol000,over35,2023-12,1018,0.5831,0.19787,0.5831,True
must_improve_tol002,over35,2023-12,1018,0.5831,0.19787,0.5831,True
v9_rule_6m_window,over35,2023-12,1018,0.5831,0.19787,0.5831,True
two_window_tol005,over35,2023-12,1018,0.58587,0.19915,0.5831,False
always_promote,over35,2024-01,766,0.60581,0.20793,0.60581,True
never_promote,over35,2024-01,766,0.61221,0.21043,0.60581,False
v9_current_tol005,over35,2024-01,766,0.60581,0.20793,0.60581,True
not_worse_tol000,over35,2024-01,766,0.60581,0.20793,0.60581,True
must_improve_tol000,over35,2024-01,766,0.60581,0.20793,0.60581,True
must_improve_tol002,over35,2024-01,766,0.60581,0.20793,0.60581,True
v9_rule_6m_window,over35,2024-01,766,0.60581,0.20793,0.60581,True
two_window_tol005,over35,2024-01,766,0.60581,0.20793,0.60581,True
always_promote,over35,2024-02,1214,0.58148,0.19745,0.58148,True
never_promote,over35,2024-02,1214,0.58368,0.19823,0.58148,False
v9_current_tol005,over35,2024-02,1214,0.582,0.19779,0.58148,False
not_worse_tol000,over35,2024-02,1214,0.582,0.19779,0.58148,False
must_improve_tol000,over35,2024-02,1214,0.582,0.19779,0.58148,False
must_improve_tol002,over35,2024-02,1214,0.582,0.19779,0.58148,False
v9_rule_6m_window,over35,2024-02,1214,0.582,0.19779,0.58148,False
two_window_tol005,over35,2024-02,1214,0.582,0.19779,0.58148,False
always_promote,over35,2024-03,1366,0.58498,0.19848,0.58498,True
never_promote,over35,2024-03,1366,0.59383,0.20238,0.58498,False
v9_current_tol005,over35,2024-03,1366,0.58498,0.19848,0.58498,True
not_worse_tol000,over35,2024-03,1366,0.58498,0.19848,0.58498,True
must_improve_tol000,over35,2024-03,1366,0.58498,0.19848,0.58498,True
must_improve_tol002,over35,2024-03,1366,0.58498,0.19848,0.58498,True
v9_rule_6m_window,over35,2024-03,1366,0.5814,0.1973,0.58498,False
two_window_tol005,over35,2024-03,1366,0.5814,0.1973,0.58498,False
always_promote,over35,2024-04,1750,0.59736,0.20485,0.59736,True
never_promote,over35,2024-04,1750,0.60985,0.20979,0.59736,False
v9_current_tol005,over35,2024-04,1750,0.59736,0.20485,0.59736,True
not_worse_tol000,over35,2024-04,1750,0.59736,0.20485,0.59736,True
must_improve_tol000,over35,2024-04,1750,0.59736,0.20485,0.59736,True
must_improve_tol002,over35,2024-04,1750,0.59736,0.20485,0.59736,True
v9_rule_6m_window,over35,2024-04,1750,0.59736,0.20485,0.59736,True
two_window_tol005,over35,2024-04,1750,0.59798,0.20512,0.59736,False
always_promote,over35,2024-05,1257,0.61832,0.21442,0.61832,True
never_promote,over35,2024-05,1257,0.6291,0.21908,0.61832,False
v9_current_tol005,over35,2024-05,1257,0.61832,0.21442,0.61832,True
not_worse_tol000,over35,2024-05,1257,0.61832,0.21442,0.61832,True
must_improve_tol000,over35,2024-05,1257,0.61832,0.21442,0.61832,True
must_improve_tol002,over35,2024-05,1257,0.61832,0.21442,0.61832,True
v9_rule_6m_window,over35,2024-05,1257,0.61832,0.21442,0.61832,True
two_window_tol005,over35,2024-05,1257,0.61832,0.21442,0.61832,True
always_promote,over35,2024-06,563,0.56099,0.18832,0.56099,True
never_promote,over35,2024-06,563,0.57912,0.19611,0.56099,False
v9_current_tol005,over35,2024-06,563,0.56099,0.18832,0.56099,True
not_worse_tol000,over35,2024-06,563,0.56099,0.18832,0.56099,True
must_improve_tol000,over35,2024-06,563,0.56099,0.18832,0.56099,True
must_improve_tol002,over35,2024-06,563,0.56099,0.18832,0.56099,True
v9_rule_6m_window,over35,2024-06,563,0.56099,0.18832,0.56099,True
two_window_tol005,over35,2024-06,563,0.55479,0.18532,0.56099,False
always_promote,over35,2024-07,676,0.57005,0.19242,0.57005,True
never_promote,over35,2024-07,676,0.58277,0.19773,0.57005,False
v9_current_tol005,over35,2024-07,676,0.57005,0.19242,0.57005,True
not_worse_tol000,over35,2024-07,676,0.57005,0.19242,0.57005,True
must_improve_tol000,over35,2024-07,676,0.57005,0.19242,0.57005,True
must_improve_tol002,over35,2024-07,676,0.57043,0.19257,0.57005,False
v9_rule_6m_window,over35,2024-07,676,0.57005,0.19242,0.57005,True
two_window_tol005,over35,2024-07,676,0.56999,0.19216,0.57005,False
always_promote,over35,2024-08,1343,0.5846,0.1983,0.5846,True
never_promote,over35,2024-08,1343,0.58916,0.20006,0.5846,False
v9_current_tol005,over35,2024-08,1343,0.5846,0.1983,0.5846,True
not_worse_tol000,over35,2024-08,1343,0.5846,0.1983,0.5846,True
must_improve_tol000,over35,2024-08,1343,0.5846,0.1983,0.5846,True
must_improve_tol002,over35,2024-08,1343,0.5846,0.1983,0.5846,True
v9_rule_6m_window,over35,2024-08,1343,0.5846,0.1983,0.5846,True
two_window_tol005,over35,2024-08,1343,0.58216,0.19736,0.5846,False
always_promote,over35,2024-09,1435,0.58608,0.19914,0.58608,True
never_promote,over35,2024-09,1435,0.59233,0.2017,0.58608,False
v9_current_tol005,over35,2024-09,1435,0.58608,0.19914,0.58608,True
not_worse_tol000,over35,2024-09,1435,0.58608,0.19914,0.58608,True
must_improve_tol000,over35,2024-09,1435,0.58608,0.19914,0.58608,True
must_improve_tol002,over35,2024-09,1435,0.58608,0.19914,0.58608,True
v9_rule_6m_window,over35,2024-09,1435,0.58608,0.19914,0.58608,True
two_window_tol005,over35,2024-09,1435,0.58608,0.19914,0.58608,True
always_promote,over35,2024-10,1342,0.55624,0.18618,0.55624,True
never_promote,over35,2024-10,1342,0.56497,0.18966,0.55624,False
v9_current_tol005,over35,2024-10,1342,0.55624,0.18618,0.55624,True
not_worse_tol000,over35,2024-10,1342,0.55624,0.18618,0.55624,True
must_improve_tol000,over35,2024-10,1342,0.55624,0.18618,0.55624,True
must_improve_tol002,over35,2024-10,1342,0.55624,0.18618,0.55624,True
v9_rule_6m_window,over35,2024-10,1342,0.55624,0.18618,0.55624,True
two_window_tol005,over35,2024-10,1342,0.55624,0.18618,0.55624,True
always_promote,over35,2024-11,1233,0.53867,0.17807,0.53867,True
never_promote,over35,2024-11,1233,0.54785,0.18144,0.53867,False
v9_current_tol005,over35,2024-11,1233,0.53867,0.17807,0.53867,True
not_worse_tol000,over35,2024-11,1233,0.53867,0.17807,0.53867,True
must_improve_tol000,over35,2024-11,1233,0.53867,0.17807,0.53867,True
must_improve_tol002,over35,2024-11,1233,0.53867,0.17807,0.53867,True
v9_rule_6m_window,over35,2024-11,1233,0.53867,0.17807,0.53867,True
two_window_tol005,over35,2024-11,1233,0.53867,0.17807,0.53867,True
always_promote,over35,2024-12,1040,0.56798,0.19109,0.56798,True
never_promote,over35,2024-12,1040,0.57477,0.19376,0.56798,False
v9_current_tol005,over35,2024-12,1040,0.56798,0.19109,0.56798,True
not_worse_tol000,over35,2024-12,1040,0.56798,0.19109,0.56798,True
must_improve_tol000,over35,2024-12,1040,0.56798,0.19109,0.56798,True
must_improve_tol002,over35,2024-12,1040,0.56798,0.19109,0.56798,True
v9_rule_6m_window,over35,2024-12,1040,0.56798,0.19109,0.56798,True
two_window_tol005,over35,2024-12,1040,0.56798,0.19109,0.56798,True
always_promote,over35,2025-01,863,0.56451,0.18852,0.56451,True
never_promote,over35,2025-01,863,0.55682,0.18549,0.56451,False
v9_current_tol005,over35,2025-01,863,0.56451,0.18852,0.56451,True
not_worse_tol000,over35,2025-01,863,0.56451,0.18852,0.56451,True
must_improve_tol000,over35,2025-01,863,0.56451,0.18852,0.56451,True
must_improve_tol002,over35,2025-01,863,0.56451,0.18852,0.56451,True
v9_rule_6m_window,over35,2025-01,863,0.56451,0.18852,0.56451,True
two_window_tol005,over35,2025-01,863,0.56451,0.18852,0.56451,True
always_promote,over35,2025-02,1180,0.5431,0.18008,0.5431,True
never_promote,over35,2025-02,1180,0.54672,0.18124,0.5431,False
v9_current_tol005,over35,2025-02,1180,0.5431,0.18008,0.5431,True
not_worse_tol000,over35,2025-02,1180,0.5431,0.18008,0.5431,True
must_improve_tol000,over35,2025-02,1180,0.5431,0.18008,0.5431,True
must_improve_tol002,over35,2025-02,1180,0.5431,0.18008,0.5431,True
v9_rule_6m_window,over35,2025-02,1180,0.5431,0.18008,0.5431,True
two_window_tol005,over35,2025-02,1180,0.54217,0.17976,0.5431,False
always_promote,over35,2025-03,1333,0.53819,0.17817,0.53819,True
never_promote,over35,2025-03,1333,0.54555,0.1806,0.53819,False
v9_current_tol005,over35,2025-03,1333,0.53819,0.17817,0.53819,True
not_worse_tol000,over35,2025-03,1333,0.53819,0.17817,0.53819,True
must_improve_tol000,over35,2025-03,1333,0.53819,0.17817,0.53819,True
must_improve_tol002,over35,2025-03,1333,0.53819,0.17817,0.53819,True
v9_rule_6m_window,over35,2025-03,1333,0.53819,0.17817,0.53819,True
two_window_tol005,over35,2025-03,1333,0.53826,0.17834,0.53819,False
always_promote,over35,2025-04,1570,0.58284,0.19809,0.58284,True
never_promote,over35,2025-04,1570,0.59673,0.20363,0.58284,False
v9_current_tol005,over35,2025-04,1570,0.58284,0.19809,0.58284,True
not_worse_tol000,over35,2025-04,1570,0.58284,0.19809,0.58284,True
must_improve_tol000,over35,2025-04,1570,0.58284,0.19809,0.58284,True
must_improve_tol002,over35,2025-04,1570,0.58538,0.1992,0.58284,False
v9_rule_6m_window,over35,2025-04,1570,0.58538,0.1992,0.58284,False
two_window_tol005,over35,2025-04,1570,0.58354,0.19848,0.58284,False
always_promote,over35,2025-05,1172,0.6064,0.20863,0.6064,True
never_promote,over35,2025-05,1172,0.61513,0.21211,0.6064,False
v9_current_tol005,over35,2025-05,1172,0.6064,0.20863,0.6064,True
not_worse_tol000,over35,2025-05,1172,0.6064,0.20863,0.6064,True
must_improve_tol000,over35,2025-05,1172,0.6064,0.20863,0.6064,True
must_improve_tol002,over35,2025-05,1172,0.6064,0.20863,0.6064,True
v9_rule_6m_window,over35,2025-05,1172,0.6064,0.20863,0.6064,True
two_window_tol005,over35,2025-05,1172,0.60445,0.20789,0.6064,False
always_promote,over35,2025-06,295,0.61389,0.21308,0.61389,True
never_promote,over35,2025-06,295,0.63439,0.2209,0.61389,False
v9_current_tol005,over35,2025-06,295,0.61389,0.21308,0.61389,True
not_worse_tol000,over35,2025-06,295,0.61389,0.21308,0.61389,True
must_improve_tol000,over35,2025-06,295,0.61389,0.21308,0.61389,True
must_improve_tol002,over35,2025-06,295,0.61389,0.21308,0.61389,True
v9_rule_6m_window,over35,2025-06,295,0.61389,0.21308,0.61389,True
two_window_tol005,over35,2025-06,295,0.61389,0.21308,0.61389,True
always_promote,over35,2025-07,449,0.63111,0.22026,0.63111,True
never_promote,over35,2025-07,449,0.64912,0.22767,0.63111,False
v9_current_tol005,over35,2025-07,449,0.63111,0.22026,0.63111,True
not_worse_tol000,over35,2025-07,449,0.63111,0.22026,0.63111,True
must_improve_tol000,over35,2025-07,449,0.63111,0.22026,0.63111,True
must_improve_tol002,over35,2025-07,449,0.63111,0.22026,0.63111,True
v9_rule_6m_window,over35,2025-07,449,0.63111,0.22026,0.63111,True
two_window_tol005,over35,2025-07,449,0.63111,0.22026,0.63111,True
always_promote,over35,2025-08,1350,0.57942,0.19652,0.57942,True
never_promote,over35,2025-08,1350,0.58925,0.20038,0.57942,False
v9_current_tol005,over35,2025-08,1350,0.57942,0.19652,0.57942,True
not_worse_tol000,over35,2025-08,1350,0.57942,0.19652,0.57942,True
must_improve_tol000,over35,2025-08,1350,0.57942,0.19652,0.57942,True
must_improve_tol002,over35,2025-08,1350,0.57942,0.19652,0.57942,True
v9_rule_6m_window,over35,2025-08,1350,0.57942,0.19652,0.57942,True
two_window_tol005,over35,2025-08,1350,0.57916,0.19641,0.57942,False
always_promote,over35,2025-09,1165,0.59922,0.20513,0.59922,True
never_promote,over35,2025-09,1165,0.60604,0.20779,0.59922,False
v9_current_tol005,over35,2025-09,1165,0.59922,0.20513,0.59922,True
not_worse_tol000,over35,2025-09,1165,0.59922,0.20513,0.59922,True
must_improve_tol000,over35,2025-09,1165,0.59922,0.20513,0.59922,True
must_improve_tol002,over35,2025-09,1165,0.59922,0.20513,0.59922,True
v9_rule_6m_window,over35,2025-09,1165,0.59922,0.20513,0.59922,True
two_window_tol005,over35,2025-09,1165,0.59922,0.20513,0.59922,True
always_promote,over35,2025-10,1154,0.58174,0.19782,0.58174,True
never_promote,over35,2025-10,1154,0.58983,0.2012,0.58174,False
v9_current_tol005,over35,2025-10,1154,0.58174,0.19782,0.58174,True
not_worse_tol000,over35,2025-10,1154,0.58143,0.19758,0.58174,False
must_improve_tol000,over35,2025-10,1154,0.58143,0.19758,0.58174,False
must_improve_tol002,over35,2025-10,1154,0.58143,0.19758,0.58174,False
v9_rule_6m_window,over35,2025-10,1154,0.58143,0.19758,0.58174,False
two_window_tol005,over35,2025-10,1154,0.58143,0.19758,0.58174,False
always_promote,over35,2025-11,1169,0.58502,0.19877,0.58502,True
never_promote,over35,2025-11,1169,0.59486,0.20258,0.58502,False
v9_current_tol005,over35,2025-11,1169,0.58502,0.19877,0.58502,True
not_worse_tol000,over35,2025-11,1169,0.58502,0.19877,0.58502,True
must_improve_tol000,over35,2025-11,1169,0.58502,0.19877,0.58502,True
must_improve_tol002,over35,2025-11,1169,0.58502,0.19877,0.58502,True
v9_rule_6m_window,over35,2025-11,1169,0.58502,0.19877,0.58502,True
two_window_tol005,over35,2025-11,1169,0.58569,0.19892,0.58502,False
always_promote,over35,2025-12,839,0.57269,0.19298,0.57269,True
never_promote,over35,2025-12,839,0.58506,0.19797,0.57269,False
v9_current_tol005,over35,2025-12,839,0.57269,0.19298,0.57269,True
not_worse_tol000,over35,2025-12,839,0.57269,0.19298,0.57269,True
must_improve_tol000,over35,2025-12,839,0.57269,0.19298,0.57269,True
must_improve_tol002,over35,2025-12,839,0.57269,0.19298,0.57269,True
v9_rule_6m_window,over35,2025-12,839,0.57269,0.19298,0.57269,True
two_window_tol005,over35,2025-12,839,0.57495,0.19387,0.57269,False
always_promote,over35,2026-01,940,0.5652,0.19043,0.5652,True
never_promote,over35,2026-01,940,0.569,0.19123,0.5652,False
v9_current_tol005,over35,2026-01,940,0.5652,0.19043,0.5652,True
not_worse_tol000,over35,2026-01,940,0.5652,0.19043,0.5652,True
must_improve_tol000,over35,2026-01,940,0.5652,0.19043,0.5652,True
must_improve_tol002,over35,2026-01,940,0.5652,0.19043,0.5652,True
v9_rule_6m_window,over35,2026-01,940,0.5652,0.19043,0.5652,True
two_window_tol005,over35,2026-01,940,0.5652,0.19043,0.5652,True
always_promote,over35,2026-02,1248,0.57372,0.19384,0.57372,True
never_promote,over35,2026-02,1248,0.57764,0.19529,0.57372,False
v9_current_tol005,over35,2026-02,1248,0.57372,0.19384,0.57372,True
not_worse_tol000,over35,2026-02,1248,0.57238,0.19321,0.57372,False
must_improve_tol000,over35,2026-02,1248,0.57238,0.19321,0.57372,False
must_improve_tol002,over35,2026-02,1248,0.57238,0.19321,0.57372,False
v9_rule_6m_window,over35,2026-02,1248,0.57238,0.19321,0.57372,False
two_window_tol005,over35,2026-02,1248,0.57238,0.19321,0.57372,False
always_promote,over35,2026-03,1322,0.58373,0.1986,0.58373,True
never_promote,over35,2026-03,1322,0.59513,0.2027,0.58373,False
v9_current_tol005,over35,2026-03,1322,0.58373,0.1986,0.58373,True
